runtime,config,config_description,pods,cpu_per_pod_m,total_cpu_m,concurrency,target_rps,achieved_rps,avg_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,min_latency_ms,max_latency_ms,total_requests,result_dir,avg_cpu_percent,avg_memory_percent,avg_pod_count,latency_per_cpu
go,b1,"Moderate (2 pods, 500m)",2,500,1000,5,140.0,138.78,9.39105103878948,7.169,21.591099999999983,39.37539999999999,3.359,95.845,8327,results_fibonacci_go_b1,54.09922178988325,5.879134241245136,2.0,9.39105103878948
go,b1,"Moderate (2 pods, 500m)",2,500,1000,5,160.0,160.35,10.406938156116828,7.453,26.091,52.99039999999999,3.282,136.625,9621,results_fibonacci_go_b1,54.09922178988325,5.879134241245136,2.0,10.406938156116828
go,b1,"Moderate (2 pods, 500m)",2,500,1000,5,180.0,188.78,11.95016491568818,8.378,30.30249999999999,63.22341999999999,3.286,182.919,11327,results_fibonacci_go_b1,54.09922178988325,5.879134241245136,2.0,11.95016491568818
go,b1,"Moderate (2 pods, 500m)",2,500,1000,5,200.0,190.95,11.093059177795237,7.61,29.543999999999965,59.51828000000002,3.116,167.553,11457,results_fibonacci_go_b1,54.09922178988325,5.879134241245136,2.0,11.093059177795237
go,b1,"Moderate (2 pods, 500m)",2,500,1000,5,220.0,229.47,15.18824244625218,10.3285,42.13795,69.51476,3.078,196.156,13768,results_fibonacci_go_b1,54.09922178988325,5.879134241245136,2.0,15.18824244625218
go,b1,"Moderate (2 pods, 500m)",2,500,1000,5,240.0,231.46,15.86894974078341,10.497,44.71684999999999,77.4158499999998,3.331,243.375,13888,results_fibonacci_go_b1,54.09922178988325,5.879134241245136,2.0,15.86894974078341
go,b1,"Moderate (2 pods, 500m)",2,500,1000,5,260.0,277.15,30.89994996692525,23.083,79.97679999999991,121.1409200000001,3.409,282.776,16629,results_fibonacci_go_b1,54.09922178988325,5.879134241245136,2.0,30.89994996692525
go,b1,"Moderate (2 pods, 500m)",2,500,1000,5,280.0,273.31,27.224482895298493,19.201,73.79179999999982,123.49642000000004,3.538,279.472,16399,results_fibonacci_go_b1,54.09922178988325,5.879134241245136,2.0,27.224482895298493
go,b1,"Moderate (2 pods, 500m)",2,500,1000,5,300.0,282.97,31.69984644834492,22.822,84.93054999999998,132.99240999999984,3.642,332.068,16978,results_fibonacci_go_b1,54.09922178988325,5.879134241245136,2.0,31.69984644834492
nodejs,b3,"Horizontal (8 pods, 125m)",8,125,1000,20,20.0,20.0,13.857965,9.5165,22.107799999999997,98.15675999999998,6.441,393.305,1200,results_fibonacci_nodejs_b3,77.81244444444444,45.13368055555556,8.0,13.857965
nodejs,b3,"Horizontal (8 pods, 125m)",8,125,1000,20,40.0,39.98,10.335353480616924,8.872,18.125999999999998,26.0815,5.709,215.845,2399,results_fibonacci_nodejs_b3,77.81244444444444,45.13368055555556,8.0,10.335353480616924
nodejs,b3,"Horizontal (8 pods, 125m)",8,125,1000,20,60.0,62.45,10.083072057646117,8.499,19.2865,28.473659999999995,5.134,93.614,3747,results_fibonacci_nodejs_b3,77.81244444444444,45.13368055555556,8.0,10.083072057646117
nodejs,b3,"Horizontal (8 pods, 125m)",8,125,1000,20,80.0,82.65,11.09713309134906,8.728,23.4317,37.369400000000006,4.866,264.006,4959,results_fibonacci_nodejs_b3,77.81244444444444,45.13368055555556,8.0,11.09713309134906
nodejs,b3,"Horizontal (8 pods, 125m)",8,125,1000,20,100.0,99.12,9.579387422229695,7.914,19.373499999999996,31.147559999999995,4.478,97.121,5947,results_fibonacci_nodejs_b3,77.81244444444444,45.13368055555556,8.0,9.579387422229695
nodejs,b3,"Horizontal (8 pods, 125m)",8,125,1000,20,120.0,120.75,15.693705590062113,10.544,43.8662,92.21095999999982,4.408,186.401,7245,results_fibonacci_nodejs_b3,77.81244444444444,45.13368055555556,8.0,15.693705590062113
nodejs,b3,"Horizontal (8 pods, 125m)",8,125,1000,20,140.0,137.78,11.058176200266054,8.832,23.602,39.56623999999992,4.427,139.904,8269,results_fibonacci_nodejs_b3,77.81244444444444,45.13368055555556,8.0,11.058176200266054
nodejs,b3,"Horizontal (8 pods, 125m)",8,125,1000,20,160.0,156.39,15.139018212802217,11.26,37.456400000000016,63.7174000000001,4.502,115.592,9389,results_fibonacci_nodejs_b3,77.81244444444444,45.13368055555556,8.0,15.139018212802217
nodejs,b3,"Horizontal (8 pods, 125m)",8,125,1000,20,180.0,185.26,14.985868657790572,11.5725,32.3805,57.668600000000026,4.471,286.542,11116,results_fibonacci_nodejs_b3,77.81244444444444,45.13368055555556,8.0,14.985868657790572
nodejs,b3,"Horizontal (8 pods, 125m)",8,125,1000,20,200.0,185.1,15.24131361426256,11.208,37.05025,63.96585000000021,4.569,210.696,11106,results_fibonacci_nodejs_b3,77.81244444444444,45.13368055555556,8.0,15.24131361426256
nodejs,b3,"Horizontal (8 pods, 125m)",8,125,1000,20,220.0,219.35,19.372161829509192,14.216,44.703949999999935,82.58573999999984,5.002,702.476,13162,results_fibonacci_nodejs_b3,77.81244444444444,45.13368055555556,8.0,19.372161829509192
nodejs,b3,"Horizontal (8 pods, 125m)",8,125,1000,20,240.0,224.2,16.889064971751413,12.7605,40.8098,69.29719999999999,4.755,192.259,13452,results_fibonacci_nodejs_b3,77.81244444444444,45.13368055555556,8.0,16.889064971751413
nodejs,b3,"Horizontal (8 pods, 125m)",8,125,1000,20,260.0,261.24,29.245540831951004,20.172,71.81939999999999,148.40119000000013,5.127,763.333,15674,results_fibonacci_nodejs_b3,77.81244444444444,45.13368055555556,8.0,29.245540831951004
nodejs,b3,"Horizontal (8 pods, 125m)",8,125,1000,20,280.0,259.58,25.95698549142967,20.372,60.60179999999999,93.12739999999997,4.905,652.429,15577,results_fibonacci_nodejs_b3,77.81244444444444,45.13368055555556,8.0,25.95698549142967
nodejs,b3,"Horizontal (8 pods, 125m)",8,125,1000,20,300.0,267.06,26.10991674987519,19.7005,65.62254999999996,107.85302000000004,4.808,305.552,16024,results_fibonacci_nodejs_b3,77.81244444444444,45.13368055555556,8.0,26.10991674987519
nodejs,b2,"Balanced (4 pods, 250m)",4,250,1000,10,20.0,20.0,11.132404166666667,9.1765,19.18195,35.99493999999998,6.368,188.964,1200,results_fibonacci_nodejs_b2,70.74041666666666,24.107259114583332,4.0,11.132404166666667
nodejs,b2,"Balanced (4 pods, 250m)",4,250,1000,10,40.0,40.0,9.912165416666667,8.43,18.40815,27.56011999999995,5.623,73.958,2400,results_fibonacci_nodejs_b2,70.74041666666666,24.107259114583332,4.0,9.912165416666667
nodejs,b2,"Balanced (4 pods, 250m)",4,250,1000,10,60.0,62.38,9.782022709056903,8.272,19.16909999999996,28.288719999999984,4.943,90.665,3743,results_fibonacci_nodejs_b2,70.74041666666666,24.107259114583332,4.0,9.782022709056903
nodejs,b2,"Balanced (4 pods, 250m)",4,250,1000,10,80.0,82.62,10.971526315789474,8.46,25.695799999999924,45.15304000000004,4.357,120.082,4959,results_fibonacci_nodejs_b2,70.74041666666666,24.107259114583332,4.0,10.971526315789474
nodejs,b2,"Balanced (4 pods, 250m)",4,250,1000,10,100.0,99.05,10.010062762914352,7.747,22.359899999999996,38.1809,4.406,91.762,5943,results_fibonacci_nodejs_b2,70.74041666666666,24.107259114583332,4.0,10.010062762914352
nodejs,b2,"Balanced (4 pods, 250m)",4,250,1000,10,120.0,122.38,10.87355670524166,8.219,25.963199999999954,42.73291999999995,4.439,219.342,7345,results_fibonacci_nodejs_b2,70.74041666666666,24.107259114583332,4.0,10.87355670524166
nodejs,b2,"Balanced (4 pods, 250m)",4,250,1000,10,140.0,139.22,10.96553147438966,8.387,25.372,39.68810000000004,4.249,201.743,8356,results_fibonacci_nodejs_b2,70.74041666666666,24.107259114583332,4.0,10.96553147438966
nodejs,b2,"Balanced (4 pods, 250m)",4,250,1000,10,160.0,160.48,11.071574722193374,8.484,25.74280000000004,42.311479999999776,4.188,207.035,9629,results_fibonacci_nodejs_b2,70.74041666666666,24.107259114583332,4.0,11.071574722193374
nodejs,b2,"Balanced (4 pods, 250m)",4,250,1000,10,180.0,185.6,14.625539414616629,11.1485,33.88099999999999,58.87498999999954,4.381,257.479,11138,results_fibonacci_nodejs_b2,70.74041666666666,24.107259114583332,4.0,14.625539414616629
nodejs,b2,"Balanced (4 pods, 250m)",4,250,1000,10,200.0,184.94,13.342297918356312,10.097,31.910399999999964,52.552279999999946,4.29,225.328,11097,results_fibonacci_nodejs_b2,70.74041666666666,24.107259114583332,4.0,13.342297918356312
nodejs,b2,"Balanced (4 pods, 250m)",4,250,1000,10,220.0,220.83,16.622086943396226,12.6155,38.88,67.26718000000005,4.318,208.789,13250,results_fibonacci_nodejs_b2,70.74041666666666,24.107259114583332,4.0,16.622086943396226
nodejs,b2,"Balanced (4 pods, 250m)",4,250,1000,10,240.0,218.87,17.485453756565423,13.288,41.9774,63.04215999999988,4.104,315.694,13137,results_fibonacci_nodejs_b2,70.74041666666666,24.107259114583332,4.0,17.485453756565423
nodejs,b2,"Balanced (4 pods, 250m)",4,250,1000,10,260.0,264.35,24.981912363659287,17.991,67.388,114.99079999999984,4.388,296.482,15861,results_fibonacci_nodejs_b2,70.74041666666666,24.107259114583332,4.0,24.981912363659287
nodejs,b2,"Balanced (4 pods, 250m)",4,250,1000,10,280.0,258.4,25.75444569143447,19.7255,64.54914999999997,102.43976999999984,4.824,332.45,15504,results_fibonacci_nodejs_b2,70.74041666666666,24.107259114583332,4.0,25.75444569143447
nodejs,b2,"Balanced (4 pods, 250m)",4,250,1000,10,300.0,266.1,24.89798872604284,18.2065,63.41225,113.89000000000006,4.466,296.888,15966,results_fibonacci_nodejs_b2,70.74041666666666,24.107259114583332,4.0,24.89798872604284
nodejs,b1,"Moderate (2 pods, 500m)",2,500,1000,5,20.0,20.0,10.41887,8.755,20.068249999999995,29.8519,6.288,105.155,1200,results_fibonacci_nodejs_b1,59.23242187500001,13.2354736328125,2.0,10.41887
nodejs,b1,"Moderate (2 pods, 500m)",2,500,1000,5,40.0,40.0,10.17549875,8.445,18.514749999999975,30.562399999999965,5.134,212.146,2400,results_fibonacci_nodejs_b1,59.23242187500001,13.2354736328125,2.0,10.17549875
nodejs,b1,"Moderate (2 pods, 500m)",2,500,1000,5,60.0,62.45,9.440265012009608,7.839,18.627,28.70617999999999,4.657,120.389,3747,results_fibonacci_nodejs_b1,59.23242187500001,13.2354736328125,2.0,9.440265012009608
nodejs,b1,"Moderate (2 pods, 500m)",2,500,1000,5,80.0,82.98,9.698618999799155,7.736,20.4527,32.84644000000006,4.193,182.806,4979,results_fibonacci_nodejs_b1,59.23242187500001,13.2354736328125,2.0,9.698618999799155
nodejs,b1,"Moderate (2 pods, 500m)",2,500,1000,5,100.0,99.1,9.7065297679112,7.805,20.681,32.27685,3.858,135.056,5946,results_fibonacci_nodejs_b1,59.23242187500001,13.2354736328125,2.0,9.7065297679112
nodejs,b1,"Moderate (2 pods, 500m)",2,500,1000,5,120.0,122.43,9.898755649332973,7.4865,22.193,43.496850000000016,3.71,172.49,7346,results_fibonacci_nodejs_b1,59.23242187500001,13.2354736328125,2.0,9.898755649332973
nodejs,b1,"Moderate (2 pods, 500m)",2,500,1000,5,140.0,138.92,10.358679064187164,8.247,22.7345,37.98362,3.951,84.675,8335,results_fibonacci_nodejs_b1,59.23242187500001,13.2354736328125,2.0,10.358679064187164
nodejs,b1,"Moderate (2 pods, 500m)",2,500,1000,5,160.0,160.01,11.356757525257786,8.586,26.083,47.318,3.918,170.34,9601,results_fibonacci_nodejs_b1,59.23242187500001,13.2354736328125,2.0,11.356757525257786
nodejs,b1,"Moderate (2 pods, 500m)",2,500,1000,5,180.0,186.63,13.87929058760493,9.877,34.31224999999994,68.56973000000012,3.874,210.299,11198,results_fibonacci_nodejs_b1,59.23242187500001,13.2354736328125,2.0,13.87929058760493
nodejs,b1,"Moderate (2 pods, 500m)",2,500,1000,5,200.0,187.86,12.992574432221437,9.1055,32.667449999999995,66.24473999999991,3.665,205.142,11272,results_fibonacci_nodejs_b1,59.23242187500001,13.2354736328125,2.0,12.992574432221437
nodejs,b1,"Moderate (2 pods, 500m)",2,500,1000,5,220.0,228.15,18.055657023887797,12.66,47.942799999999934,78.53879999999988,3.917,194.777,13689,results_fibonacci_nodejs_b1,59.23242187500001,13.2354736328125,2.0,18.055657023887797
nodejs,b1,"Moderate (2 pods, 500m)",2,500,1000,5,240.0,230.01,18.209277878414607,12.613,49.423,82.284,3.671,278.9,13801,results_fibonacci_nodejs_b1,59.23242187500001,13.2354736328125,2.0,18.209277878414607
nodejs,b1,"Moderate (2 pods, 500m)",2,500,1000,5,260.0,278.32,34.58867315408108,25.684,90.80079999999984,149.01142000000002,3.643,350.719,16699,results_fibonacci_nodejs_b1,59.23242187500001,13.2354736328125,2.0,34.58867315408108
nodejs,b1,"Moderate (2 pods, 500m)",2,500,1000,5,280.0,268.39,32.76443082463984,25.602,80.86704999999999,123.65925,3.822,234.589,16104,results_fibonacci_nodejs_b1,59.23242187500001,13.2354736328125,2.0,32.76443082463984
nodejs,b1,"Moderate (2 pods, 500m)",2,500,1000,5,300.0,273.32,34.16889580538958,26.5065,85.24379999999988,128.20263999999997,3.537,260.387,16402,results_fibonacci_nodejs_b1,59.23242187500001,13.2354736328125,2.0,34.16889580538958
