rps,duration,test_title,iterations,avg_total_requests,std_total_requests,min_total_requests,max_total_requests,avg_min,std_min,min_min,max_min,avg_max,std_max,min_max,max_max,avg_average,std_average,min_average,max_average,avg_median,std_median,min_median,max_median,avg_p95,std_p95,min_p95,max_p95,avg_p99,std_p99,min_p99,max_p99,avg_throughput_rps,std_throughput_rps,min_throughput_rps,max_throughput_rps,total_requests,min,max,average,median,p95,p99,throughput_rps
320,60,fibonacci_python_b1,6,16983.333333333332,89.39947799996746,16901,17110,4121.166666666667,702.778035133901,3422,5312,599431.1666666666,243754.9103689332,338384,1043542,80879.23603773504,52706.59221686946,32647.01632653061,147927.02884501714,63986.25,46913.84256885168,21227.0,118730.5,203395.2666666666,120000.27422464357,88936.59999999995,373797.9499999998,323536.3399999998,184375.9472043803,163255.61,644360.7299999986,283.05555555555554,1.4899912999994647,281.68333333333334,285.1666666666667,16983.333333333332,4121.166666666667,599431.1666666666,80879.23603773504,63986.25,203395.2666666666,323536.3399999998,283.05555555555554
340,60,fibonacci_python_b1,6,19839.666666666668,378.2912458234616,19089,20112,6594.333333333333,3992.93218908945,3593,13480,1494920.8333333333,964303.0124056269,648558,3196899,310701.03909651143,275601.67542262876,71121.071300716,683359.3350096914,251681.75,227267.11948272455,47486.5,556214.0,693847.65,595469.1763667637,196183.25,1652485.4,836186.5999999995,616794.6066777189,299391.7999999991,1842610.639999999,330.6611111111111,6.3048540970577,318.15,335.2,19839.666666666668,6594.333333333333,1494920.8333333333,310701.03909651143,251681.75,693847.65,836186.5999999995,330.6611111111111
360,60,fibonacci_python_b1,6,19725.833333333332,512.8428284247199,19128,20323,7891.833333333333,4759.837871888776,3492,14948,2390052.3333333335,1922811.221739011,672849,4663817,514892.5878585682,505134.8801075445,74607.46135761093,1167338.1356180126,476405.1666666667,511807.7418371733,52973.0,1162382.5,1055645.1749999998,945788.2187362819,214064.0,2381666.65,1257288.7983333333,1020165.5573867438,334746.11999999965,2656445.17,328.76388888888886,8.547380473745315,318.8,338.71666666666664,19725.833333333332,7891.833333333333,2390052.3333333335,514892.5878585682,476405.1666666667,1055645.1749999998,1257288.7983333333,328.76388888888886
380,60,fibonacci_python_b1,6,19610.833333333332,674.4572385753353,18930,20616,6416.166666666667,3291.9575584546446,3490,10494,3202688.8333333335,3486208.0424640994,514144,9527778,711732.8348127926,838506.3223354111,65673.95537446643,2173580.107420235,640695.0833333334,777307.102392897,45438.0,1971431.0,1554088.5,1825445.5830954504,196607.25,4855103.75,1748797.378333334,1915893.095240057,316272.99999999953,5224959.750000003,326.84722222222223,11.24095397625559,315.5,343.6,19610.833333333332,6416.166666666667,3202688.8333333335,711732.8348127926,640695.0833333334,1554088.5,1748797.378333334,326.84722222222223
400,60,fibonacci_python_b1,6,19523.333333333332,898.2865170237538,18557,20694,6356.0,2863.5541552413497,3617,9511,2478388.5,2980402.4231111305,620388,8366386,556330.0725898591,676196.2256299823,72276.72093360394,1792791.827881662,466575.5,540674.6916396216,49897.0,1392835.0,1258117.7916666667,1573524.3504386637,208173.24999999974,4265642.4,1440302.141666666,1618040.0025238225,366097.2799999985,4555705.039999998,325.3888888888889,14.971441950395889,309.28333333333336,344.9,19523.333333333332,6356.0,2478388.5,556330.0725898591,466575.5,1258117.7916666667,1440302.141666666,325.3888888888889
420,60,fibonacci_python_b1,6,19622.833333333332,578.6679243457914,18862,20304,7837.833333333333,4459.159805015589,3546,12556,1722924.3333333333,1080981.7911533325,644870,2956946,416588.50431064115,375509.8458068113,68111.61742858567,831776.9436677843,404917.75,396782.0914151431,45819.0,890947.0,879310.5916666664,688252.766445501,211726.39999999997,1587157.4,1084340.2966666662,729280.4251170261,350622.73999999755,1866764.1200000003,327.0472222222222,9.644465405763189,314.3666666666667,338.4,19622.833333333332,7837.833333333333,1722924.3333333333,416588.50431064115,404917.75,879310.5916666664,1084340.2966666662,327.0472222222222
440,60,fibonacci_python_b1,6,19328.333333333332,218.79823277775046,19030,19677,7373.333333333333,3879.8292574115508,3922,12522,2041371.5,1350868.3567472813,608146,3810227,481028.94492184557,476190.11920233327,67465.11445348717,1123338.0966598927,430645.5833333333,530048.527316171,48258.5,1408451.0,1052236.6166666665,903244.0233178815,204203.39999999997,2146791.4,1203455.091666666,898900.7068166087,321194.48999999976,2285284.3999999994,322.13888888888886,3.6466372129624953,317.1666666666667,327.95,19328.333333333332,7373.333333333333,2041371.5,481028.94492184557,430645.5833333333,1052236.6166666665,1203455.091666666,322.13888888888886
460,60,fibonacci_python_b1,6,19327.5,426.7030583438558,18699,19853,6989.833333333333,3249.5353770449506,3652,10448,1870581.0,1377407.9773939166,924893,4452373,424461.7170366719,419103.4938680942,79481.95512013297,1072808.7774482255,370220.0,371456.48272334674,49347.0,869573.0,930510.9249999997,854634.3130939605,247825.39999999947,2384312.5499999984,1144203.2983333329,884796.0532514222,417747.6399999998,2670954.359999996,322.12500000000006,7.111717639064264,311.65,330.8833333333333,19327.5,6989.833333333333,1870581.0,424461.7170366719,370220.0,930510.9249999997,1144203.2983333329,322.12500000000006
480,60,fibonacci_python_b1,6,19744.5,626.2382134619381,18716,20402,6112.666666666667,3804.676105355969,3910,13739,1772857.3333333333,1279320.8477553497,751860,3686143,400800.3154419766,413400.2946637254,69598.91241054799,960156.2934418629,339386.75,369532.20766365546,50540.0,878341.0,876121.8583333333,816953.6408726322,198717.85000000003,2059568.5,1068638.9616666657,861697.7322520385,354661.4900000002,2254444.1000000006,329.075,10.43730355769897,311.93333333333334,340.03333333333336,19744.5,6112.666666666667,1772857.3333333333,400800.3154419766,339386.75,876121.8583333333,1068638.9616666657,329.075
500,60,fibonacci_python_b1,6,19347.833333333332,410.3741788498232,18725,19718,6018.5,2364.9261087822597,3942,9264,1850742.3333333333,1318597.510617803,945312,4057126,419318.9886575257,465743.6192374531,78126.28214231374,1237559.1081889763,379521.3333333333,481269.6527369731,46016.5,1277297.5,926617.7749999996,873719.4132920476,270438.499999999,2356576.0499999993,1148193.7149999996,862286.6191930207,512429.1600000005,2602936.5299999993,322.4638888888889,6.839569647497054,312.0833333333333,328.6333333333333,19347.833333333332,6018.5,1850742.3333333333,419318.9886575257,379521.3333333333,926617.7749999996,1148193.7149999996,322.4638888888889
