min,max,average,median,p95,p99,std,throughput_rps,target_rps,total_requests,filename
3048,257570,13856.562287270252,7509.0,45162.39999999998,84438.11999999984,17646.119913429964,122.41666666666667,122.41666666666667,7345,target_rps120.00_iter03_rps122.42_lat.csv
3230,224397,16689.33830548926,8261.5,56809.25,95250.34999999998,20011.36988531425,139.66666666666666,139.66666666666666,8380,target_rps140.00_iter01_rps139.67_lat.csv
3347,214882,18163.855800118978,8992.0,58418.599999999904,110725.59999999954,21593.18705061031,140.08333333333334,140.08333333333334,8405,target_rps140.00_iter02_rps140.06_lat.csv
3297,246632,18899.11944016131,9699.0,60297.5,102794.5,21953.24222594241,140.51666666666668,140.51666666666668,8431,target_rps140.00_iter03_rps140.51_lat.csv
3178,279352,23484.64730631093,13584.0,68042.99999999999,106409.23999999998,24329.89529866078,162.41666666666666,162.41666666666666,9745,target_rps160.00_iter01_rps162.42_lat.csv
3142,257656,24641.74536797433,14762.0,70228.0,104705.59999999992,24207.23730694476,161.01666666666668,161.01666666666668,9661,target_rps160.00_iter02_rps161.00_lat.csv
3192,395490,27615.89622835944,15492.0,78870.35000000006,155411.92999999903,32883.75141547934,161.73333333333332,161.73333333333332,9704,target_rps160.00_iter03_rps161.73_lat.csv
3220,419866,37455.90290921837,28386.0,96461.59999999999,160082.45999999976,34268.096994336454,190.2,190.2,11412,target_rps180.00_iter01_rps190.20_lat.csv
3308,222154,33492.332371710814,25289.0,86525.1,127887.32000000011,28766.4816903703,190.65,190.65,11439,target_rps180.00_iter02_rps190.66_lat.csv
3230,578481,38286.59902456018,27553.0,94768.04999999997,216208.76000000187,41352.78846008642,191.36666666666667,191.36666666666667,11482,target_rps180.00_iter03_rps191.37_lat.csv
3219,460968,35512.4750108272,25652.0,90719.3999999999,179804.19999999995,36362.487847163095,192.41666666666666,192.41666666666666,11545,target_rps200.00_iter01_rps192.42_lat.csv
3114,337431,36173.32042769682,25089.0,99777.0,196099.83999999994,37289.41247445141,193.28333333333333,193.28333333333333,11597,target_rps200.00_iter02_rps193.28_lat.csv
3047,276496,33102.949399879115,23239.0,90277.0,152665.20000000004,31104.796141402643,193.01666666666668,193.01666666666668,11581,target_rps200.00_iter03_rps193.02_lat.csv
3067,273641,44494.77038198404,37548.0,107101.19999999998,174559.7,35692.18761883893,233.86666666666667,233.86666666666667,14032,target_rps220.00_iter01_rps233.87_lat.csv
3424,513234,56930.42795975166,46912.0,145150.0,253575.3999999998,49356.42898918408,233.55,233.55,14013,target_rps220.00_iter02_rps233.55_lat.csv
3389,470092,50462.259143686504,42175.0,128856.34999999998,201000.8799999998,41306.33369617261,229.66666666666666,229.66666666666666,13780,target_rps220.00_iter03_rps229.66_lat.csv
3452,320263,48185.691902661165,39722.5,121989.69999999997,193125.20999999985,40026.666947273065,234.23333333333332,234.23333333333332,14054,target_rps240.00_iter01_rps234.23_lat.csv
3274,442978,50266.57453081182,42075.0,117675.59999999996,229937.82000000082,43465.818494000356,231.78333333333333,231.78333333333333,13907,target_rps240.00_iter02_rps231.78_lat.csv
3371,302728,49048.53818649886,41827.0,118966.79999999999,188618.72000000003,38493.75932711482,233.06666666666666,233.06666666666666,13984,target_rps240.00_iter03_rps233.07_lat.csv
3983,422975,87066.51583020638,73595.5,208831.0,287381.0500000004,60963.20523157426,284.26666666666665,284.26666666666665,17056,target_rps260.00_iter01_rps284.27_lat.csv
3534,546532,88853.27813400788,71053.0,231310.3999999999,342651.16000000027,70561.5357553921,283.31666666666666,283.31666666666666,16999,target_rps260.00_iter02_rps283.33_lat.csv
3452,644468,93942.8684425274,69433.5,286096.5,476888.1000000011,89836.44795187884,285.93333333333334,285.93333333333334,17156,target_rps260.00_iter03_rps285.93_lat.csv
3690,642490,105510.82678792889,82408.0,273117.79999999993,440383.56000000006,86000.80511501995,282.21666666666664,282.21666666666664,16933,target_rps280.00_iter01_rps282.22_lat.csv
3873,905099,81705.9264028352,68214.5,195201.09999999998,335568.57999999914,64461.83349043732,282.1666666666667,282.1666666666667,16930,target_rps280.00_iter02_rps282.12_lat.csv
3896,584085,86413.95328388564,70585.0,215268.3,317561.5999999994,66019.74023058136,278.6333333333333,278.6333333333333,16718,target_rps280.00_iter03_rps278.61_lat.csv
3955,660991,79750.97617231058,67106.0,191951.4999999998,303645.33999999735,61372.68084213235,283.98333333333335,283.98333333333335,17039,target_rps300.00_iter01_rps283.98_lat.csv
3901,536240,86381.25919510364,68301.0,221625.7999999997,386229.65999999986,72369.299173527,288.65,288.65,17319,target_rps300.00_iter02_rps288.65_lat.csv
3910,808316,98242.89667189406,70348.0,293521.59999999957,476568.4400000001,94581.84290088252,286.95,286.95,17217,target_rps300.00_iter03_rps286.94_lat.csv
3942,776018,96337.74807532868,74267.5,262032.75,399771.1000000035,81106.79430051788,281.43333333333334,281.43333333333334,16886,target_rps320.00_iter01_rps281.43_lat.csv
3704,454705,81910.67214079699,68899.0,200254.39999999988,281747.23999999906,58734.20505498612,283.15,283.15,16989,target_rps320.00_iter02_rps283.15_lat.csv
3646,535945,82123.73190760324,69336.0,200490.3999999999,290547.72000000003,60584.224785612285,282.1166666666667,282.1166666666667,16927,target_rps320.00_iter03_rps282.11_lat.csv
5290,1710638,400148.82144466136,348219.0,872781.4,1020610.4800000006,273035.1109634067,332.95,332.95,19977,target_rps340.00_iter01_rps332.91_lat.csv
7617,1860864,331724.36100751034,281856.0,770049.199999999,985940.5199999993,221535.90076750686,326.21666666666664,326.21666666666664,19573,target_rps340.00_iter02_rps326.12_lat.csv
5552,2455145,581726.1324564087,468258.0,1305522.45,1459453.6899999988,419011.8760918664,326.9,326.9,19614,target_rps340.00_iter03_rps326.88_lat.csv
13861,5907018,1470517.4368060837,1771951.0,2503083.0,2785469.4799999995,902180.966661239,328.75,328.75,19725,target_rps360.00_iter01_rps328.74_lat.csv
9453,6145733,1145818.785968429,1130885.0,2447603.9999999995,2684911.2999999993,859422.8739898487,332.5833333333333,332.5833333333333,19955,target_rps360.00_iter02_rps332.55_lat.csv
8995,2299715,498721.51976005646,481100.0,997821.9999999999,1160476.0300000005,287513.995465473,330.6333333333333,330.6333333333333,19838,target_rps360.00_iter03_rps330.62_lat.csv
4507,2146483,577724.9777766729,567720.5,1294644.9499999997,1451985.22,413985.5119743771,335.23333333333335,335.23333333333335,20114,target_rps380.00_iter01_rps335.23_lat.csv
6193,3064522,755109.278768729,623448.0,1703541.3000000003,1866678.4300000002,578057.0760520747,327.03333333333336,327.03333333333336,19622,target_rps380.00_iter02_rps327.04_lat.csv
6954,1514336,477997.86416273826,482710.5,952690.5,1118832.5499999996,279724.5814306313,325.26666666666665,325.26666666666665,19516,target_rps380.00_iter03_rps325.26_lat.csv
12595,2131236,609056.6959268244,651536.5,1116363.75,1281194.590000001,343698.8269001149,329.8,329.8,19788,target_rps400.00_iter01_rps329.80_lat.csv
7180,3179581,718990.5268645547,592407.0,1715233.2,1851869.5200000005,570832.5152788422,334.0833333333333,334.0833333333333,20045,target_rps400.00_iter02_rps334.10_lat.csv
12651,1616739,506323.133444495,510197.0,978458.0,1138472.6,257797.541433351,329.85,329.85,19791,target_rps400.00_iter03_rps329.85_lat.csv
13683,2413860,898704.3894095123,1107683.5,1455323.5999999996,1594737.2699999998,486867.6784681289,330.8,330.8,19848,target_rps420.00_iter01_rps330.76_lat.csv
10094,2920176,643943.3440530626,367492.0,1600394.0,1765654.0,576679.8025150787,331.68333333333334,331.68333333333334,19901,target_rps420.00_iter02_rps331.59_lat.csv
4382,1898251,566545.288835571,562053.0,1153461.0,1285378.72,378469.94566820527,326.48333333333335,326.48333333333335,19589,target_rps420.00_iter03_rps326.39_lat.csv
6546,3684764,1062286.2117361147,1187794.0,2081717.5,2288340.5,667280.4940838172,329.18333333333334,329.18333333333334,19751,target_rps440.00_iter01_rps329.20_lat.csv
6666,1357569,322221.3713795539,272157.0,813953.3999999999,982148.1699999992,228011.96285946263,330.3,330.3,19818,target_rps440.00_iter02_rps330.28_lat.csv
5523,1390517,312013.6409270317,223638.0,866207.15,1013474.38,256527.57709215768,329.3666666666667,329.3666666666667,19762,target_rps440.00_iter03_rps329.08_lat.csv
13003,3566016,1075444.1859814983,1198540.0,1964859.7499999998,2104670.95,643706.3804186491,327.9,327.9,19674,target_rps460.00_iter01_rps327.92_lat.csv
10238,1260307,412649.6980230726,366840.0,821688.2000000002,941103.2800000011,242677.35950209122,327.95,327.95,19677,target_rps460.00_iter02_rps327.94_lat.csv
5563,9167301,1748376.820515412,1375493.5,3810616.3499999996,4067919.09,1416192.2383227416,329.8333333333333,329.8333333333333,19790,target_rps460.00_iter03_rps329.82_lat.csv
8107,5922189,1797822.215548583,1859754.0,3268579.2999999993,3454200.8800000004,1169581.932082795,334.65,334.65,20079,target_rps480.00_iter01_rps334.64_lat.csv
5590,1964252,477920.69556907914,389213.0,1082921.0999999994,1258106.56,329033.35659624037,331.3833333333333,331.3833333333333,19883,target_rps480.00_iter02_rps331.39_lat.csv
6884,1885093,464237.73028407345,344096.0,1106405.6500000001,1252899.57,358898.5521032965,325.03333333333336,325.03333333333336,19502,target_rps480.00_iter03_rps324.95_lat.csv
7706,2844463,722144.9841531179,588287.5,1508258.5,1673425.4000000001,477844.8766934538,323.93333333333334,323.93333333333334,19436,target_rps500.00_iter01_rps323.98_lat.csv
3636,3294427,919068.364463528,1015940.0,1891619.9999999993,2066495.2000000004,658201.5812221818,326.05,326.05,19563,target_rps500.00_iter02_rps326.04_lat.csv
5936,1237263,321628.7918964035,264569.0,785169.7999999996,920845.9999999998,236579.72378888,329.48333333333335,329.48333333333335,19769,target_rps500.00_iter03_rps329.48_lat.csv
