timestamp,pod_count,cpu_usage_millicores,memory_usage_mib
2025-08-12T12:03:08.755540,1,11,47
2025-08-12T12:03:10.993428,1,11,47
2025-08-12T12:03:13.468596,1,11,47
2025-08-12T12:03:15.724580,1,11,47
2025-08-12T12:03:18.032659,1,11,47
2025-08-12T12:03:20.324609,1,11,47
2025-08-12T12:03:22.568682,1,11,47
2025-08-12T12:03:24.803814,1,10,47
2025-08-12T12:03:27.062807,1,10,47
2025-08-12T12:03:29.416587,1,10,47
2025-08-12T12:03:31.692592,1,10,47
2025-08-12T12:03:34.042325,1,10,47
2025-08-12T12:03:36.327126,1,10,47
2025-08-12T12:03:38.636606,1,116,59
2025-08-12T12:03:40.928602,1,116,59
2025-08-12T12:03:43.208872,1,116,59
2025-08-12T12:03:45.524472,1,116,59
2025-08-12T12:03:47.836321,1,116,59
2025-08-12T12:03:50.228674,1,116,59
2025-08-12T12:03:52.488846,1,116,59
2025-08-12T12:03:54.744672,1,131,61
2025-08-12T12:03:57.047228,1,131,61
2025-08-12T12:03:59.404679,1,131,61
2025-08-12T12:04:01.686361,1,131,61
2025-08-12T12:04:04.045281,1,131,61
2025-08-12T12:04:06.398468,1,131,61
2025-08-12T12:04:08.704596,1,142,62
2025-08-12T12:04:11.011918,1,142,62
2025-08-12T12:04:13.340629,1,142,62
2025-08-12T12:04:15.661426,1,142,62
2025-08-12T12:04:17.966030,1,142,62
2025-08-12T12:04:20.203570,1,142,62
2025-08-12T12:04:22.496395,1,142,62
2025-08-12T12:04:24.772659,1,121,63
2025-08-12T12:04:27.083663,1,121,63
2025-08-12T12:04:29.372711,1,121,63
2025-08-12T12:04:31.632642,1,121,63
2025-08-12T12:04:33.988617,1,121,63
2025-08-12T12:04:36.304581,1,121,63
2025-08-12T12:04:38.573709,1,132,63
2025-08-12T12:04:40.934516,1,132,63
2025-08-12T12:04:43.208669,1,132,63
2025-08-12T12:04:45.564595,1,132,63
2025-08-12T12:04:47.860449,1,132,63
2025-08-12T12:04:50.088596,1,132,63
2025-08-12T12:04:52.346098,1,132,63
2025-08-12T12:04:54.606797,1,128,64
2025-08-12T12:04:56.866016,1,128,64
2025-08-12T12:04:59.188893,1,128,64
2025-08-12T12:05:01.444599,1,128,64
2025-08-12T12:05:03.760825,1,128,64
2025-08-12T12:05:06.038456,1,128,64
2025-08-12T12:05:08.433458,1,129,65
2025-08-12T12:05:10.788641,1,129,65
2025-08-12T12:05:13.046936,1,129,65
2025-08-12T12:05:15.273365,1,129,65
2025-08-12T12:05:17.611083,1,129,65
2025-08-12T12:05:19.924586,1,129,65
2025-08-12T12:05:22.181576,1,129,65
2025-08-12T12:05:24.497684,1,116,61
2025-08-12T12:05:26.863009,1,116,61
2025-08-12T12:05:29.246859,1,116,61
2025-08-12T12:05:31.561997,1,116,61
2025-08-12T12:05:33.969540,1,116,61
2025-08-12T12:05:36.288616,1,116,61
2025-08-12T12:05:38.661402,1,145,64
2025-08-12T12:05:40.988705,1,145,64
2025-08-12T12:05:43.288744,1,145,64
2025-08-12T12:05:45.633839,1,145,64
2025-08-12T12:05:47.896959,1,145,64
2025-08-12T12:05:50.137292,1,145,64
2025-08-12T12:05:52.413427,1,145,64
2025-08-12T12:05:54.677729,1,149,65
2025-08-12T12:05:56.952941,1,149,65
2025-08-12T12:05:59.383389,1,149,65
2025-08-12T12:06:01.727830,1,149,65
2025-08-12T12:06:03.998076,1,149,65
2025-08-12T12:06:06.334431,1,149,65
2025-08-12T12:06:08.624597,1,133,65
2025-08-12T12:06:10.950127,1,133,65
2025-08-12T12:06:13.380609,1,133,65
2025-08-12T12:06:15.657964,1,133,65
2025-08-12T12:06:17.988831,1,133,65
2025-08-12T12:06:20.285045,1,133,65
2025-08-12T12:06:22.564737,1,133,65
2025-08-12T12:06:24.846126,1,105,66
2025-08-12T12:06:27.219997,1,105,66
2025-08-12T12:06:29.492953,1,105,66
2025-08-12T12:06:31.790653,1,105,66
2025-08-12T12:06:34.105313,1,105,66
2025-08-12T12:06:36.433705,1,105,66
2025-08-12T12:06:38.770187,1,167,66
2025-08-12T12:06:41.096633,1,167,66
2025-08-12T12:06:43.484597,1,167,66
2025-08-12T12:06:45.813760,1,167,66
2025-08-12T12:06:48.085075,1,167,66
2025-08-12T12:06:50.332743,1,167,66
2025-08-12T12:06:52.606698,1,167,66
2025-08-12T12:06:54.894969,1,203,66
2025-08-12T12:06:57.207648,1,203,66
2025-08-12T12:06:59.493005,1,203,66
2025-08-12T12:07:01.768027,1,203,66
2025-08-12T12:07:04.044701,1,203,66
2025-08-12T12:07:06.321158,1,203,66
2025-08-12T12:07:08.632634,1,208,67
2025-08-12T12:07:10.904657,1,208,67
2025-08-12T12:07:13.181867,1,208,67
2025-08-12T12:07:15.433592,1,208,67
2025-08-12T12:07:17.800870,1,208,67
2025-08-12T12:07:20.060242,1,208,67
2025-08-12T12:07:22.355490,1,208,67
2025-08-12T12:07:24.593303,1,200,66
2025-08-12T12:07:26.822650,1,200,66
2025-08-12T12:07:29.088807,1,200,66
2025-08-12T12:07:31.398852,1,200,66
2025-08-12T12:07:33.737033,1,200,66
2025-08-12T12:07:36.028802,1,200,66
2025-08-12T12:07:38.273633,1,200,66
2025-08-12T12:07:40.574018,1,183,69
2025-08-12T12:07:42.874888,1,183,69
2025-08-12T12:07:45.166249,1,183,69
2025-08-12T12:07:47.529724,1,183,69
2025-08-12T12:07:49.884722,1,183,69
2025-08-12T12:07:52.184445,1,183,69
2025-08-12T12:07:54.486897,1,212,70
2025-08-12T12:07:56.866774,1,212,70
2025-08-12T12:07:59.112608,1,212,70
2025-08-12T12:08:01.384680,1,212,70
2025-08-12T12:08:03.831500,1,212,70
2025-08-12T12:08:06.112637,1,212,70
2025-08-12T12:08:08.420657,1,212,70
2025-08-12T12:08:10.760799,1,209,69
2025-08-12T12:08:13.015161,1,209,69
2025-08-12T12:08:15.322941,1,209,69
2025-08-12T12:08:17.575478,1,209,69
2025-08-12T12:08:19.915579,1,209,69
2025-08-12T12:08:22.199597,1,209,69
2025-08-12T12:08:24.468671,1,214,70
2025-08-12T12:08:26.699181,1,214,70
2025-08-12T12:08:29.010646,1,214,70
2025-08-12T12:08:31.280639,1,214,70
2025-08-12T12:08:33.727931,1,214,70
2025-08-12T12:08:36.068377,1,214,70
2025-08-12T12:08:38.377739,1,214,70
2025-08-12T12:08:40.738668,1,190,70
2025-08-12T12:08:43.195244,1,190,70
2025-08-12T12:08:45.501088,1,190,70
2025-08-12T12:08:47.802839,1,190,70
2025-08-12T12:08:50.094801,1,190,70
2025-08-12T12:08:52.378939,1,190,70
2025-08-12T12:08:54.657692,1,188,71
2025-08-12T12:08:56.991107,1,188,71
2025-08-12T12:08:59.292853,1,188,71
2025-08-12T12:09:01.564715,1,188,71
2025-08-12T12:09:03.993019,1,188,71
2025-08-12T12:09:06.296654,1,188,71
2025-08-12T12:09:08.620632,1,198,71
2025-08-12T12:09:10.944621,1,198,71
2025-08-12T12:09:13.237654,1,198,71
2025-08-12T12:09:15.634553,1,198,71
2025-08-12T12:09:17.920621,1,198,71
2025-08-12T12:09:20.214434,1,198,71
2025-08-12T12:09:22.462504,1,198,71
2025-08-12T12:09:24.704697,1,200,72
2025-08-12T12:09:27.003977,1,200,72
2025-08-12T12:09:29.314413,1,200,72
2025-08-12T12:09:31.574968,1,200,72
2025-08-12T12:09:33.921397,1,200,72
2025-08-12T12:09:36.281961,1,200,72
2025-08-12T12:09:38.637248,1,194,72
2025-08-12T12:09:41.021701,1,194,72
2025-08-12T12:09:43.465658,1,194,72
2025-08-12T12:09:45.814898,1,194,72
2025-08-12T12:09:48.250317,1,194,72
2025-08-12T12:09:50.640942,1,194,72
2025-08-12T12:09:52.964694,1,194,72
2025-08-12T12:09:55.292619,1,190,75
2025-08-12T12:09:57.611712,1,190,75
2025-08-12T12:09:59.962765,1,190,75
2025-08-12T12:10:02.345478,1,190,75
2025-08-12T12:10:04.723459,1,190,75
2025-08-12T12:10:07.076636,1,190,75
2025-08-12T12:10:09.528989,1,277,77
2025-08-12T12:10:11.853940,1,277,77
2025-08-12T12:10:14.187396,1,277,77
2025-08-12T12:10:16.536364,1,277,77
2025-08-12T12:10:18.887659,1,277,77
2025-08-12T12:10:21.255468,1,277,77
2025-08-12T12:10:23.616607,1,295,77
2025-08-12T12:10:25.952908,1,295,77
2025-08-12T12:10:28.274710,1,295,77
2025-08-12T12:10:30.625428,1,295,77
2025-08-12T12:10:32.904484,1,295,77
2025-08-12T12:10:35.261196,1,295,77
2025-08-12T12:10:37.584628,1,295,77
2025-08-12T12:10:39.929231,1,298,77
2025-08-12T12:10:42.219253,1,298,77
2025-08-12T12:10:44.526734,1,298,77
2025-08-12T12:10:46.883766,1,298,77
2025-08-12T12:10:49.199076,1,298,77
2025-08-12T12:10:51.630607,1,298,77
2025-08-12T12:10:53.961070,1,261,75
2025-08-12T12:10:56.313247,1,261,75
2025-08-12T12:10:58.640278,1,261,75
2025-08-12T12:11:01.104087,1,261,75
2025-08-12T12:11:03.492827,1,261,75
2025-08-12T12:11:05.796403,1,261,75
2025-08-12T12:11:08.174702,1,261,75
2025-08-12T12:11:10.501253,1,285,76
2025-08-12T12:11:12.783530,1,285,76
2025-08-12T12:11:15.075703,1,285,76
2025-08-12T12:11:17.383835,1,285,76
2025-08-12T12:11:19.734303,1,285,76
2025-08-12T12:11:22.070213,1,285,76
2025-08-12T12:11:24.329822,1,280,78
2025-08-12T12:11:26.639322,1,280,78
2025-08-12T12:11:28.948844,1,280,78
2025-08-12T12:11:31.223853,1,280,78
2025-08-12T12:11:33.511288,1,280,78
2025-08-12T12:11:35.863998,1,280,78
2025-08-12T12:11:38.095812,1,280,78
2025-08-12T12:11:40.372580,1,286,79
2025-08-12T12:11:42.629116,1,286,79
2025-08-12T12:11:44.944578,1,286,79
2025-08-12T12:11:47.276665,1,286,79
2025-08-12T12:11:49.552661,1,286,79
2025-08-12T12:11:51.853740,1,286,79
2025-08-12T12:11:54.173257,1,251,78
2025-08-12T12:11:56.482713,1,251,78
2025-08-12T12:11:58.747222,1,251,78
2025-08-12T12:12:01.108639,1,251,78
2025-08-12T12:12:03.383475,1,251,78
2025-08-12T12:12:05.712591,1,251,78
2025-08-12T12:12:07.976614,1,251,78
2025-08-12T12:12:10.248006,1,262,78
2025-08-12T12:12:12.518498,1,262,78
2025-08-12T12:12:14.758047,1,262,78
2025-08-12T12:12:16.987736,1,262,78
2025-08-12T12:12:19.265527,1,262,78
2025-08-12T12:12:21.536958,1,262,78
2025-08-12T12:12:23.916636,1,277,75
2025-08-12T12:12:26.283370,1,277,75
2025-08-12T12:12:28.576634,1,277,75
2025-08-12T12:12:30.977313,1,277,75
2025-08-12T12:12:33.325579,1,277,75
2025-08-12T12:12:35.592603,1,277,75
2025-08-12T12:12:37.888035,1,277,75
2025-08-12T12:12:40.121303,1,278,78
2025-08-12T12:12:42.370586,1,278,78
2025-08-12T12:12:44.660640,1,278,78
2025-08-12T12:12:46.992644,1,278,78
2025-08-12T12:12:49.412628,1,278,78
2025-08-12T12:12:51.788922,1,278,78
2025-08-12T12:12:54.107551,1,227,78
2025-08-12T12:12:56.437939,1,227,78
2025-08-12T12:12:58.775497,1,227,78
2025-08-12T12:13:01.199152,1,227,78
2025-08-12T12:13:03.580051,1,227,78
2025-08-12T12:13:05.876896,1,227,78
2025-08-12T12:13:08.156621,1,227,78
2025-08-12T12:13:10.481842,1,316,78
2025-08-12T12:13:12.840674,1,316,78
2025-08-12T12:13:15.112145,1,316,78
2025-08-12T12:13:17.453533,1,316,78
2025-08-12T12:13:19.864589,1,316,78
2025-08-12T12:13:22.187635,1,316,78
2025-08-12T12:13:24.536682,1,348,79
2025-08-12T12:13:26.823858,1,348,79
2025-08-12T12:13:29.212823,1,348,79
2025-08-12T12:13:31.585276,1,348,79
2025-08-12T12:13:34.049111,1,348,79
2025-08-12T12:13:36.369199,1,348,79
2025-08-12T12:13:38.731362,1,336,79
2025-08-12T12:13:41.042614,1,336,79
2025-08-12T12:13:43.373926,1,336,79
2025-08-12T12:13:45.790801,1,336,79
2025-08-12T12:13:48.089476,1,336,79
2025-08-12T12:13:50.642487,1,336,79
2025-08-12T12:13:53.056695,1,336,79
2025-08-12T12:13:55.462047,1,333,80
2025-08-12T12:13:57.764667,1,333,80
2025-08-12T12:14:00.174412,1,333,80
2025-08-12T12:14:02.568716,1,333,80
2025-08-12T12:14:05.011283,1,333,80
2025-08-12T12:14:07.434053,1,333,80
2025-08-12T12:14:09.914797,1,308,79
