min,max,average,median,p95,p99,std,throughput_rps,target_rps,total_requests,filename
3731,167925,9838.860847135487,7199.0,23808.25,43631.45000000005,8478.091191761254,122.76666666666667,122.76666666666667,7366,target_rps120.00_iter02_rps122.77_lat.csv
3741,146200,9355.810162601627,7029.5,21482.199999999997,39078.380000000005,8101.624970055401,123.0,123.0,7380,target_rps120.00_iter03_rps123.00_lat.csv
3685,268282,10750.631052944676,7727.0,25051.6,53769.75999999934,11738.088497286275,140.08333333333334,140.08333333333334,8405,target_rps140.00_iter01_rps140.08_lat.csv
3589,96378,9897.883834765998,7713.5,22778.25,39576.25,6962.024571209892,139.6,139.6,8376,target_rps140.00_iter02_rps139.60_lat.csv
3563,184858,9384.338172298905,6882.0,21983.649999999994,47800.63999999973,8843.95146590507,140.06666666666666,140.06666666666666,8404,target_rps140.00_iter03_rps140.06_lat.csv
3334,114733,9639.463490419472,7142.0,23329.699999999964,42956.659999999894,7962.180518351957,160.91666666666666,160.91666666666666,9655,target_rps160.00_iter01_rps160.92_lat.csv
3593,190614,9680.025056712724,7109.5,22688.899999999998,45208.72000000021,9034.744005315648,161.63333333333333,161.63333333333333,9698,target_rps160.00_iter02_rps161.63_lat.csv
3539,106265,9519.486907216495,6920.0,24005.899999999987,46887.410000000076,8147.565804957775,161.66666666666666,161.66666666666666,9700,target_rps160.00_iter03_rps161.68_lat.csv
3311,175329,10409.763570253657,7344.0,26009.5,53594.5,9852.962689076961,192.51666666666668,192.51666666666668,11551,target_rps180.00_iter01_rps192.51_lat.csv
3247,197932,10352.096284077097,7210.0,25960.799999999996,55530.799999999996,10600.681319082254,191.96666666666667,191.96666666666667,11518,target_rps180.00_iter02_rps191.97_lat.csv
3426,228537,10987.10233002956,7520.0,28892.14999999998,58948.899999999994,11002.452838683083,191.7,191.7,11502,target_rps180.00_iter03_rps191.70_lat.csv
3181,122700,9823.258293633608,7047.0,24514.999999999985,46900.67999999997,8488.615511537108,192.41666666666666,192.41666666666666,11545,target_rps200.00_iter01_rps192.41_lat.csv
3270,249542,10509.318197573657,7438.0,25623.74999999996,52395.05000000006,10267.769075560911,192.33333333333334,192.33333333333334,11540,target_rps200.00_iter02_rps192.33_lat.csv
3225,167659,10345.993153059455,7242.0,26130.249999999993,55586.08999999997,10622.870038169865,192.3,192.3,11538,target_rps200.00_iter03_rps192.28_lat.csv
3301,252315,13376.968630234209,8613.5,36656.149999999994,84121.89000000006,15825.182230168364,234.83333333333334,234.83333333333334,14090,target_rps220.00_iter01_rps234.85_lat.csv
3058,168109,12327.918390240482,8282.0,34111.59999999999,66605.47999999997,11946.86492610991,237.71666666666667,237.71666666666667,14263,target_rps220.00_iter02_rps237.68_lat.csv
3021,213881,14280.706129722024,9010.5,42217.399999999994,80584.97999999997,15836.57565071428,233.83333333333334,233.83333333333334,14030,target_rps220.00_iter03_rps233.81_lat.csv
3319,364488,14634.61546587788,9232.0,42300.799999999945,83042.58000000019,16897.209019904185,236.65,236.65,14199,target_rps240.00_iter01_rps236.63_lat.csv
3175,195689,13710.997246151674,9061.0,38594.649999999994,71195.46999999996,14254.886181366055,236.03333333333333,236.03333333333333,14162,target_rps240.00_iter02_rps236.02_lat.csv
3213,200216,13922.571184995737,9066.0,39373.75,75552.0,14155.813049116396,234.6,234.6,14076,target_rps240.00_iter03_rps234.60_lat.csv
3161,355945,27988.116744878105,16566.5,84184.34999999998,171331.74000000095,32518.95327942061,291.23333333333335,291.23333333333335,17474,target_rps260.00_iter01_rps291.22_lat.csv
3227,368352,31090.102743657444,18967.0,93563.95000000007,192119.75000000038,36209.02149077135,290.3666666666667,290.3666666666667,17422,target_rps260.00_iter02_rps290.36_lat.csv
3206,837325,33120.872377520776,18326.0,102692.39999999997,228737.25999999925,48707.934455886105,286.78333333333336,286.78333333333336,17207,target_rps260.00_iter03_rps286.78_lat.csv
3569,269430,28710.26788780767,19052.5,80918.79999999996,142444.07000000012,27689.430673861887,291.1666666666667,291.1666666666667,17470,target_rps280.00_iter01_rps291.17_lat.csv
3744,296951,32880.132282545244,21330.0,95688.34999999982,171624.2399999996,33300.56866237761,285.5,285.5,17130,target_rps280.00_iter02_rps285.47_lat.csv
3618,277328,32862.01626301626,20417.0,100249.4,174148.36,34044.78882571316,284.9,284.9,17094,target_rps280.00_iter03_rps284.87_lat.csv
3416,370299,31274.535239091278,19945.0,91987.0,159799.90000000014,32065.42196297724,286.85,286.85,17211,target_rps300.00_iter01_rps286.85_lat.csv
