timestamp,rps_test_running,pod_count,pod_names,cpu_usage_millicores,memory_usage_mib,cpu_limit_millicores,memory_limit_mib,cpu_request_millicores,memory_request_mib,pods_ready,pods_pending,pods_failed,scaling_events,avg_latency_ms
2025-07-28T10:13:22.329956,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,424,111,0,0,0,0,2,0,0,,
2025-07-28T10:13:25.359066,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,424,111,0,0,0,0,2,0,0,,
2025-07-28T10:13:28.463095,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,421,111,0,0,0,0,2,0,0,,
2025-07-28T10:13:31.833453,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,421,111,0,0,0,0,2,0,0,,
2025-07-28T10:13:34.733260,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,421,111,0,0,0,0,2,0,0,,
2025-07-28T10:13:37.754651,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,421,111,0,0,0,0,2,0,0,,
2025-07-28T10:13:41.503578,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,274,109,0,0,0,0,2,0,0,,
2025-07-28T10:13:44.445800,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,274,109,0,0,0,0,2,0,0,,
2025-07-28T10:13:47.550665,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,274,109,0,0,0,0,2,0,0,,
2025-07-28T10:13:50.730203,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,274,109,0,0,0,0,2,0,0,,
2025-07-28T10:13:53.851906,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,274,109,0,0,0,0,2,0,0,,
2025-07-28T10:13:57.026766,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,311,108,0,0,0,0,2,0,0,,
2025-07-28T10:14:01.030595,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,311,108,0,0,0,0,2,0,0,,
2025-07-28T10:14:04.326561,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,311,108,0,0,0,0,2,0,0,,
2025-07-28T10:14:07.418956,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,311,108,0,0,0,0,2,0,0,,
2025-07-28T10:14:10.723791,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,311,108,0,0,0,0,2,0,0,,
