filename,total_requests,min_latency_ms,max_latency_ms,average_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,throughput_rps
target_rps10.00_rps10.00_lat.csv,600,5.912,57.561,9.631978333333333,8.3735,16.68124999999999,28.030179999999994,10.0
target_rps20.00_rps20.00_lat.csv,1200,5.592,77.448,9.975548333333334,8.5595,17.447249999999976,28.330699999999993,20.0
target_rps30.00_rps30.30_lat.csv,1818,5.027,76.452,9.230158415841585,7.995,16.7811,25.30282999999997,30.3
target_rps40.00_rps39.98_lat.csv,2399,4.701,53.494,9.021939558149228,7.726,16.849799999999995,25.91912,39.98
target_rps50.00_rps49.97_lat.csv,2998,4.647,166.289,10.020688125416944,8.168,19.267049999999998,33.717400000000076,49.97
target_rps60.00_rps62.37_lat.csv,3742,4.059,150.337,10.626224746125066,7.966,23.72864999999999,47.78458000000003,62.37
target_rps70.00_rps71.22_lat.csv,4273,4.03,81.691,8.641006084717997,7.098,17.473799999999994,29.361399999999986,71.22
target_rps80.00_rps82.93_lat.csv,4976,4.071,208.93,11.295301245980706,7.296,29.705,81.2435,82.93
target_rps90.00_rps90.20_lat.csv,5412,4.009,98.219,9.407716186252772,7.2475,20.800799999999995,41.36877000000026,90.2
target_rps100.00_rps99.20_lat.csv,5952,3.632,185.947,9.354057459677419,6.864,20.9306,45.71839999999997,99.2
target_rps110.00_rps109.60_lat.csv,6576,3.786,174.231,12.605971411192215,7.8395,38.41875,69.74475,109.6
target_rps120.00_rps122.60_lat.csv,7356,3.152,193.955,14.430316612289287,8.4345,45.7245,80.95569999999985,122.6
target_rps140.00_rps138.70_lat.csv,8322,3.448,246.895,23.22868805575583,12.375,73.51664999999998,111.31220999999991,138.7
target_rps160.00_rps158.53_lat.csv,9513,3.771,400.36,28.27476600441501,13.912,85.9687999999999,237.64759999999995,158.53
