rps,duration,test_title,iterations,avg_total_requests,std_total_requests,min_total_requests,max_total_requests,avg_min,std_min,min_min,max_min,avg_max,std_max,min_max,max_max,avg_average,std_average,min_average,max_average,avg_median,std_median,min_median,max_median,avg_p95,std_p95,min_p95,max_p95,avg_p99,std_p99,min_p99,max_p99,avg_throughput_rps,std_throughput_rps,min_throughput_rps,max_throughput_rps,total_requests,min,max,average,median,p95,p99,throughput_rps
20,60,fibonacci_python_b1,3,1200.0,0.0,1200,1200,4949.0,215.64090521049107,4753,5180,73371.33333333333,39208.53847484414,49244,118612,9880.813333333334,660.1076604867831,9499.63,10643.04,8292.166666666666,398.24123761023714,8026.0,8750.0,19976.61666666665,1488.004825541016,18347.69999999997,21264.499999999978,33625.51333333333,2179.1817648221418,31670.639999999992,35975.06,20.0,0.0,20.0,20.0,1200.0,4949.0,73371.33333333333,9880.813333333334,8292.166666666666,19976.61666666665,33625.51333333333,20.0
40,60,fibonacci_python_b1,3,2399.3333333333335,0.5773502691896258,2399,2400,4059.6666666666665,70.76957915187383,3978,4103,78889.66666666667,28352.04056736187,56642,110813,9151.457938724468,642.4402289288561,8771.816173405585,9893.215,7535.666666666667,345.15841773500665,7310.0,7933.0,19464.683333333327,1551.086777338173,18471.699999999997,21252.04999999999,36323.59333333329,7403.1500277741525,32018.48,44871.939999999886,39.98888888888889,0.009622504486493216,39.983333333333334,40.0,2399.3333333333335,4059.6666666666665,78889.66666666667,9151.457938724468,7535.666666666667,19464.683333333327,36323.59333333329,39.98888888888889
60,60,fibonacci_python_b1,3,3748.0,1.0,3747,3749,3695.6666666666665,283.1983992421803,3463,4011,133829.33333333334,25497.91384277022,117527,163213,9399.7282601703,310.02212260645763,9137.204321152307,9741.761676007472,7149.5,24.561148181630273,7127.5,7176.0,21548.349999999988,736.2639353519846,20754.0,22207.899999999994,46488.25666666665,12480.511557361462,37287.479999999996,60694.49999999997,62.46666666666667,0.01666666666666572,62.45,62.483333333333334,3748.0,3695.6666666666665,133829.33333333334,9399.7282601703,7149.5,21548.349999999988,46488.25666666665,62.46666666666667
80,60,fibonacci_python_b1,3,4978.0,6.244997998398398,4971,4983,3596.6666666666665,115.5263317747661,3469,3694,178603.33333333334,67726.0368125386,100718,223647,9822.347793700055,201.19517881495065,9590.497686582177,9951.065261044178,7061.166666666667,176.0115999965154,6884.0,7236.0,23446.76666666666,783.1393256204874,22566.400000000005,24065.899999999972,50942.19666666669,6423.027372527187,43528.30000000001,54824.880000000034,82.96666666666667,0.10408329997330869,82.85,83.05,4978.0,3596.6666666666665,178603.33333333334,9822.347793700055,7061.166666666667,23446.76666666666,50942.19666666669,82.96666666666667
100,60,fibonacci_python_b1,3,5945.333333333333,15.50268793897798,5930,5961,3519.6666666666665,49.96331987902058,3462,3550,210028.66666666666,14152.325262420072,200306,226265,11275.400073360188,759.8519874339231,10639.305821170945,12116.814297729185,7201.0,352.20874492266654,6816.0,7507.0,30549.433333333338,3338.7131148592803,27746.0,34243.00000000001,75359.78666666662,9085.65111655384,67801.84,85440.12000000018,99.08888888888889,0.2583781323162992,98.83333333333333,99.35,5945.333333333333,3519.6666666666665,210028.66666666666,11275.400073360188,7201.0,30549.433333333338,75359.78666666662,99.08888888888889
120,60,fibonacci_python_b1,3,7394.666666666667,13.650396819628847,7379,7404,3309.6666666666665,100.28127109950957,3214,3414,188456.33333333334,12039.259376445601,179827,202210,14952.310007556835,1428.018010165892,13814.074014046462,16554.650901206125,7836.666666666667,481.6579007276153,7431.0,8369.0,51633.93333333331,6860.837664843384,47015.29999999994,59517.5,97059.76333333342,10639.405149849066,88614.87000000007,109009.42000000017,123.24444444444445,0.22750661366048086,122.98333333333333,123.4,7394.666666666667,3309.6666666666665,188456.33333333334,14952.310007556835,7836.666666666667,51633.93333333331,97059.76333333342,123.24444444444445
140,60,fibonacci_python_b1,3,8374.333333333334,16.289055630494158,8363,8393,3330.0,75.1065909225016,3261,3410,257373.66666666666,68355.55538749819,196324,331225,22664.609929665505,2021.5525328767474,20375.594662218515,24205.326437881144,11546.666666666666,996.3254153806041,10701.0,12645.0,71565.79999999997,7053.195723216522,63478.799999999996,76444.69999999998,129582.43999999978,20045.46774777763,106465.71999999997,142157.51999999932,139.57222222222222,0.27148426050823676,139.38333333333333,139.88333333333333,8374.333333333334,3330.0,257373.66666666666,22664.609929665505,11546.666666666666,71565.79999999997,129582.43999999978,139.57222222222222
160,60,fibonacci_python_b1,3,9662.0,25.865034312755125,9639,9690,3390.0,102.47438704378767,3279,3481,473043.6666666667,166722.55008346454,338660,659618,33662.207774469265,1207.414761665315,32495.087203302373,34906.23954767092,21230.833333333332,2743.4236062506525,18460.0,23946.0,91967.61666666665,5212.42757559599,85953.04999999997,95170.19999999997,185584.15333333364,34970.23546095374,164662.60000000027,225955.3600000005,161.03333333333333,0.431083905212584,160.65,161.5,9662.0,3390.0,473043.6666666667,33662.207774469265,21230.833333333332,91967.61666666665,185584.15333333364,161.03333333333333
180,60,fibonacci_python_b1,3,11398.0,66.81317235396027,11326,11458,3317.6666666666665,140.343625909171,3200,3473,388117.0,81850.76708864738,311034,474021,48573.0314829789,993.2422907367492,47895.20012218537,49713.15795514745,39572.833333333336,793.4646074862654,38695.0,40239.0,127998.5,1112.9825650027065,126911.2,129135.5,207106.43333333332,10403.328513789886,199597.15,218981.25,189.96666666666667,1.113552872565997,188.76666666666668,190.96666666666667,11398.0,3317.6666666666665,388117.0,48573.0314829789,39572.833333333336,127998.5,207106.43333333332,189.96666666666667
200,60,fibonacci_python_b1,3,11433.666666666666,46.30694692304096,11381,11468,3423.3333333333335,142.7912228861891,3290,3574,382282.0,68656.67119078815,306919,441272,50555.326906130205,8002.817925894303,45410.570206077544,59775.539762818276,41260.666666666664,6623.552187711163,35776.5,48619.5,133293.2833333333,27193.379117734446,116965.0,164685.0,226615.42,40280.89549771566,183294.8000000002,262940.08999999997,190.56111111111113,0.771782448717346,189.68333333333334,191.13333333333333,11433.666666666666,3423.3333333333335,382282.0,50555.326906130205,41260.666666666664,133293.2833333333,226615.42,190.56111111111113
