timestamp,pod_count,cpu_usage_millicores,memory_usage_mib
2025-08-12T09:53:02.829655,1,0,0
2025-08-12T09:53:05.290137,1,0,0
2025-08-12T09:53:07.604379,1,0,0
2025-08-12T09:53:09.957179,1,33,43
2025-08-12T09:53:12.333166,1,33,43
2025-08-12T09:53:14.645574,1,33,43
2025-08-12T09:53:16.995050,1,33,43
2025-08-12T09:53:19.370176,1,33,43
2025-08-12T09:53:21.637046,1,33,43
2025-08-12T09:53:24.003720,1,119,54
2025-08-12T09:53:26.296713,1,119,54
2025-08-12T09:53:28.644912,1,119,54
2025-08-12T09:53:30.912646,1,119,54
2025-08-12T09:53:33.192564,1,119,54
2025-08-12T09:53:35.427536,1,119,54
2025-08-12T09:53:37.743895,1,119,54
2025-08-12T09:53:40.080766,1,152,57
2025-08-12T09:53:42.351090,1,152,57
2025-08-12T09:53:44.641412,1,152,57
2025-08-12T09:53:46.969669,1,152,57
2025-08-12T09:53:49.294717,1,152,57
2025-08-12T09:53:51.563112,1,152,57
2025-08-12T09:53:53.988651,1,143,58
2025-08-12T09:53:56.221546,1,143,58
2025-08-12T09:53:58.523332,1,143,58
2025-08-12T09:54:00.848054,1,143,58
2025-08-12T09:54:03.102836,1,143,58
2025-08-12T09:54:05.444627,1,143,58
2025-08-12T09:54:07.710088,1,143,58
2025-08-12T09:54:10.078819,1,143,57
2025-08-12T09:54:12.412682,1,143,57
2025-08-12T09:54:14.728631,1,143,57
2025-08-12T09:54:17.030606,1,143,57
2025-08-12T09:54:19.364709,1,143,57
2025-08-12T09:54:21.669721,1,143,57
2025-08-12T09:54:24.036947,1,137,59
2025-08-12T09:54:26.384623,1,137,59
2025-08-12T09:54:28.676647,1,137,59
2025-08-12T09:54:31.008647,1,137,59
2025-08-12T09:54:33.335639,1,137,59
2025-08-12T09:54:35.713707,1,137,59
2025-08-12T09:54:38.038530,1,137,59
2025-08-12T09:54:40.426842,1,138,57
2025-08-12T09:54:42.740941,1,138,57
2025-08-12T09:54:44.980619,1,138,57
2025-08-12T09:54:47.290303,1,138,57
2025-08-12T09:54:49.561448,1,138,57
2025-08-12T09:54:51.880671,1,138,57
2025-08-12T09:54:54.168197,1,141,57
2025-08-12T09:54:56.466261,1,141,57
2025-08-12T09:54:58.712672,1,141,57
2025-08-12T09:55:01.005953,1,141,57
2025-08-12T09:55:03.318036,1,141,57
2025-08-12T09:55:05.598569,1,141,57
2025-08-12T09:55:07.908453,1,141,57
2025-08-12T09:55:10.169592,1,143,58
2025-08-12T09:55:12.485108,1,143,58
2025-08-12T09:55:14.869628,1,143,58
2025-08-12T09:55:17.156706,1,143,58
2025-08-12T09:55:19.436614,1,143,58
2025-08-12T09:55:21.667216,1,143,58
2025-08-12T09:55:24.012264,1,140,57
2025-08-12T09:55:26.309956,1,140,57
2025-08-12T09:55:28.608239,1,140,57
2025-08-12T09:55:30.996838,1,140,57
2025-08-12T09:55:33.592690,1,140,57
2025-08-12T09:55:35.991061,1,140,57
2025-08-12T09:55:38.300677,1,140,57
2025-08-12T09:55:40.598482,1,142,57
2025-08-12T09:55:42.896634,1,142,57
2025-08-12T09:55:45.149194,1,142,57
2025-08-12T09:55:47.435227,1,142,57
2025-08-12T09:55:49.700614,1,142,57
2025-08-12T09:55:51.955567,1,142,57
2025-08-12T09:55:54.214832,1,146,58
2025-08-12T09:55:56.478724,1,146,58
2025-08-12T09:55:58.789874,1,146,58
2025-08-12T09:56:01.079330,1,146,58
2025-08-12T09:56:03.400679,1,146,58
2025-08-12T09:56:05.783648,1,146,58
2025-08-12T09:56:08.013176,1,146,58
2025-08-12T09:56:10.260675,1,148,59
2025-08-12T09:56:12.480696,1,148,59
2025-08-12T09:56:14.731890,1,148,59
2025-08-12T09:56:16.994421,1,148,59
2025-08-12T09:56:19.316211,1,148,59
2025-08-12T09:56:21.682741,1,148,59
2025-08-12T09:56:24.057745,1,109,59
2025-08-12T09:56:26.404579,1,109,59
2025-08-12T09:56:28.791252,1,109,59
2025-08-12T09:56:31.113674,1,109,59
2025-08-12T09:56:33.618131,1,109,59
2025-08-12T09:56:35.940590,1,109,59
2025-08-12T09:56:38.166860,1,109,59
2025-08-12T09:56:40.433296,1,219,57
2025-08-12T09:56:42.720677,1,219,57
2025-08-12T09:56:45.004664,1,219,57
2025-08-12T09:56:47.294078,1,219,57
