runtime,config,config_description,pods,cpu_per_pod_m,total_cpu_m,concurrency,target_rps,achieved_rps,avg_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,min_latency_ms,max_latency_ms,total_requests,result_dir,avg_cpu_percent,avg_memory_percent,avg_pod_count
go,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,20.0,10.0,6.635065833333333,6.3015,15.160849999999998,27.19126,1.739,36.996,1200,results_fibonacci_go_b2,33.244852941176475,5.630313648897059,2.0
go,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,40.0,20.0,5.7154197582325965,5.772,12.412999999999997,20.06692,1.271,61.126,2399,results_fibonacci_go_b2,33.244852941176475,5.630313648897059,2.0
go,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,60.0,31.22,6.033558195408435,5.736,14.0355,23.407200000000007,1.09,68.672,3746,results_fibonacci_go_b2,33.244852941176475,5.630313648897059,2.0
go,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,80.0,41.55,5.65495407139992,5.52,13.1225,20.825949999999988,1.132,100.243,4986,results_fibonacci_go_b2,33.244852941176475,5.630313648897059,2.0
go,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,100.0,49.62,5.836709439032583,5.5585,13.181099999999995,22.07878000000002,1.084,70.711,5954,results_fibonacci_go_b2,33.244852941176475,5.630313648897059,2.0
go,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,120.0,61.23,6.426074169842134,5.424,15.6469,34.26236999999997,0.96,177.922,7348,results_fibonacci_go_b2,33.244852941176475,5.630313648897059,2.0
go,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,140.0,69.78,6.001543467876761,5.365,14.40129999999999,24.88448000000001,1.009,109.988,8374,results_fibonacci_go_b2,33.244852941176475,5.630313648897059,2.0
go,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,160.0,80.75,6.172013619479984,5.289,15.033649999999982,25.382210000000025,0.941,164.602,9692,results_fibonacci_go_b2,33.244852941176475,5.630313648897059,2.0
go,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,180.0,94.7,6.90060835899692,5.634,18.26279999999999,32.218360000000004,0.978,97.442,11365,results_fibonacci_go_b2,33.244852941176475,5.630313648897059,2.0
go,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,200.0,96.07,6.064497571131159,5.27,15.029199999999998,24.41011,0.958,151.002,11528,results_fibonacci_go_b2,33.244852941176475,5.630313648897059,2.0
go,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,220.0,115.93,7.650697261553942,5.663,21.796199999999995,41.07375999999998,1.013,88.119,13913,results_fibonacci_go_b2,33.244852941176475,5.630313648897059,2.0
go,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,240.0,115.95,7.406414115279575,5.641,19.94335,36.14587,1.053,202.952,13914,results_fibonacci_go_b2,33.244852941176475,5.630313648897059,2.0
go,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,260.0,141.8,15.149163278495887,7.8445,57.96385,105.27116000000044,1.024,219.934,17020,results_fibonacci_go_b2,33.244852941176475,5.630313648897059,2.0
go,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,280.0,143.05,14.426178789820046,7.302,53.206,99.75349999999996,0.967,252.702,17171,results_fibonacci_go_b2,33.244852941176475,5.630313648897059,2.0
go,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,300.0,142.42,15.101808648838434,7.845,56.325,109.68863999999996,1.074,238.899,17089,results_fibonacci_go_b2,33.244852941176475,5.630313648897059,2.0
go,b1,"Single Pod (1 pod, 1000m)",1,1000,1000,100,20.0,10.0,6.396303333333333,6.224,14.249549999999992,23.32981,1.607,54.285,1200,results_fibonacci_go_b1,27.88165467625899,2.8836696267985613,1.0
go,b1,"Single Pod (1 pod, 1000m)",1,1000,1000,100,40.0,20.0,5.710405416666666,5.7355,12.068999999999985,19.519549999999963,1.109,42.892,2400,results_fibonacci_go_b1,27.88165467625899,2.8836696267985613,1.0
go,b1,"Single Pod (1 pod, 1000m)",1,1000,1000,100,60.0,31.22,5.920215220293725,5.658,13.009599999999985,21.891239999999996,1.232,84.088,3745,results_fibonacci_go_b1,27.88165467625899,2.8836696267985613,1.0
go,b1,"Single Pod (1 pod, 1000m)",1,1000,1000,100,80.0,41.52,5.537428227263602,5.338,12.84,21.263599999999983,1.03,63.445,4981,results_fibonacci_go_b1,27.88165467625899,2.8836696267985613,1.0
go,b1,"Single Pod (1 pod, 1000m)",1,1000,1000,100,100.0,49.63,5.758328967254408,5.258,13.032800000000002,27.06814,1.038,146.067,5955,results_fibonacci_go_b1,27.88165467625899,2.8836696267985613,1.0
go,b1,"Single Pod (1 pod, 1000m)",1,1000,1000,100,120.0,61.52,6.228796396640477,5.178,15.988699999999996,33.29612999999995,1.016,107.136,7382,results_fibonacci_go_b1,27.88165467625899,2.8836696267985613,1.0
go,b1,"Single Pod (1 pod, 1000m)",1,1000,1000,100,140.0,69.98,5.877671826625387,5.0355,14.3296,28.23188000000026,0.967,96.354,8398,results_fibonacci_go_b1,27.88165467625899,2.8836696267985613,1.0
go,b1,"Single Pod (1 pod, 1000m)",1,1000,1000,100,160.0,80.08,6.719544016649324,5.29,17.297749999999997,35.96601,1.028,160.152,9610,results_fibonacci_go_b1,27.88165467625899,2.8836696267985613,1.0
go,b1,"Single Pod (1 pod, 1000m)",1,1000,1000,100,180.0,95.56,7.156626613184513,5.158,19.7373,47.697269999999975,0.981,188.379,11468,results_fibonacci_go_b1,27.88165467625899,2.8836696267985613,1.0
go,b1,"Single Pod (1 pod, 1000m)",1,1000,1000,100,200.0,95.35,6.659157227757385,4.9745,16.511649999999996,41.21839000000003,0.994,284.925,11442,results_fibonacci_go_b1,27.88165467625899,2.8836696267985613,1.0
go,b1,"Single Pod (1 pod, 1000m)",1,1000,1000,100,220.0,115.32,8.672841546242775,5.424,28.590949999999943,56.949300000000015,1.027,126.801,13840,results_fibonacci_go_b1,27.88165467625899,2.8836696267985613,1.0
go,b1,"Single Pod (1 pod, 1000m)",1,1000,1000,100,240.0,116.81,8.921746397488944,5.4705,28.39375,62.00485999999999,0.987,231.096,14018,results_fibonacci_go_b1,27.88165467625899,2.8836696267985613,1.0
go,b1,"Single Pod (1 pod, 1000m)",1,1000,1000,100,260.0,141.61,19.92914932046832,9.267,67.97499999999997,131.9228000000005,1.022,380.494,16997,results_fibonacci_go_b1,27.88165467625899,2.8836696267985613,1.0
go,b1,"Single Pod (1 pod, 1000m)",1,1000,1000,100,280.0,139.28,21.30593024229734,10.413,72.45609999999998,131.71226000000024,0.979,306.597,16715,results_fibonacci_go_b1,27.88165467625899,2.8836696267985613,1.0
go,b1,"Single Pod (1 pod, 1000m)",1,1000,1000,100,300.0,141.19,21.131450956090653,10.24,75.19419999999992,128.58686999999998,0.961,309.296,16944,results_fibonacci_go_b1,27.88165467625899,2.8836696267985613,1.0
nodejs,b5,"Deca Pod (10 pods, 100m)",10,100,1000,100,20.0,6.67,9.141406666666668,3.87,18.48549999999999,60.4010799999997,1.754,340.787,1200,results_fibonacci_nodejs_b5,35.04422310756972,50.1921999501992,10.0
nodejs,b5,"Deca Pod (10 pods, 100m)",10,100,1000,100,40.0,13.33,6.848366666666667,3.655,16.751349999999988,27.154149999999973,1.158,568.623,2400,results_fibonacci_nodejs_b5,35.04422310756972,50.1921999501992,10.0
nodejs,b5,"Deca Pod (10 pods, 100m)",10,100,1000,100,60.0,20.82,6.090204697091006,3.633,15.0815,24.177119999999995,1.09,141.545,3747,results_fibonacci_nodejs_b5,35.04422310756972,50.1921999501992,10.0
nodejs,b5,"Deca Pod (10 pods, 100m)",10,100,1000,100,80.0,27.67,5.799860240963855,3.574,14.52725,24.38318000000002,1.039,116.621,4980,results_fibonacci_nodejs_b5,35.04422310756972,50.1921999501992,10.0
nodejs,b5,"Deca Pod (10 pods, 100m)",10,100,1000,100,100.0,33.05,5.544225752227264,3.498,13.81019999999999,22.25864,1.023,115.881,5949,results_fibonacci_nodejs_b5,35.04422310756972,50.1921999501992,10.0
nodejs,b5,"Deca Pod (10 pods, 100m)",10,100,1000,100,120.0,41.07,5.795423373461382,3.773,14.5508,25.30332,0.976,110.461,7393,results_fibonacci_nodejs_b5,35.04422310756972,50.1921999501992,10.0
nodejs,b5,"Deca Pod (10 pods, 100m)",10,100,1000,100,140.0,46.17,6.620085779595765,4.43,18.01965,34.02508999999996,1.025,161.592,8312,results_fibonacci_nodejs_b5,35.04422310756972,50.1921999501992,10.0
nodejs,b5,"Deca Pod (10 pods, 100m)",10,100,1000,100,160.0,53.63,6.2009800124275065,4.1805,16.077,28.08860000000002,0.978,183.254,9656,results_fibonacci_nodejs_b5,35.04422310756972,50.1921999501992,10.0
nodejs,b5,"Deca Pod (10 pods, 100m)",10,100,1000,100,180.0,63.77,6.258431533101046,4.4365,15.76305,28.47210999999992,0.968,113.703,11480,results_fibonacci_nodejs_b5,35.04422310756972,50.1921999501992,10.0
nodejs,b5,"Deca Pod (10 pods, 100m)",10,100,1000,100,200.0,63.08,6.9749291186052655,5.034,18.864599999999992,34.06076,0.963,125.448,11357,results_fibonacci_nodejs_b5,35.04422310756972,50.1921999501992,10.0
nodejs,b5,"Deca Pod (10 pods, 100m)",10,100,1000,100,220.0,75.4,7.624315110881898,5.836,21.690999999999995,38.17744000000013,0.975,160.458,13573,results_fibonacci_nodejs_b5,35.04422310756972,50.1921999501992,10.0
nodejs,b5,"Deca Pod (10 pods, 100m)",10,100,1000,100,240.0,77.57,6.651651818963048,5.094,17.824599999999975,29.690869999999947,0.923,212.433,13964,results_fibonacci_nodejs_b5,35.04422310756972,50.1921999501992,10.0
nodejs,b5,"Deca Pod (10 pods, 100m)",10,100,1000,100,260.0,91.13,15.04357239488117,7.718,56.40849999999999,116.23026,0.941,297.688,16410,results_fibonacci_nodejs_b5,35.04422310756972,50.1921999501992,10.0
nodejs,b5,"Deca Pod (10 pods, 100m)",10,100,1000,100,280.0,92.42,14.16694434092685,8.053,50.01059999999999,90.1111599999999,0.935,210.107,16637,results_fibonacci_nodejs_b5,35.04422310756972,50.1921999501992,10.0
nodejs,b5,"Deca Pod (10 pods, 100m)",10,100,1000,100,300.0,95.31,13.058287163343826,7.4095,48.195149999999984,81.88369000000003,1.027,185.814,17154,results_fibonacci_nodejs_b5,35.04422310756972,50.1921999501992,10.0
nodejs,b3,"Quad Pod (4 pods, 250m)",4,250,1000,100,20.0,6.67,6.3203008333333335,3.5155,13.961799999999997,28.2758,1.592,119.736,1200,results_fibonacci_nodejs_b3,29.430291970802923,21.018191149635037,4.0
nodejs,b3,"Quad Pod (4 pods, 250m)",4,250,1000,100,40.0,13.33,5.520069583333333,3.5745,12.929899999999984,19.93341999999999,1.265,33.035,2400,results_fibonacci_nodejs_b3,29.430291970802923,21.018191149635037,4.0
nodejs,b3,"Quad Pod (4 pods, 250m)",4,250,1000,100,60.0,20.82,5.422731251668001,3.447,12.8814,21.47448,1.056,80.23,3747,results_fibonacci_nodejs_b3,29.430291970802923,21.018191149635037,4.0
nodejs,b3,"Quad Pod (4 pods, 250m)",4,250,1000,100,80.0,27.7,5.230915162454874,3.197,12.779,20.14269999999998,0.998,94.199,4986,results_fibonacci_nodejs_b3,29.430291970802923,21.018191149635037,4.0
nodejs,b3,"Quad Pod (4 pods, 250m)",4,250,1000,100,100.0,33.08,5.266225952660735,3.305,13.291799999999997,21.50151999999996,0.982,90.393,5957,results_fibonacci_nodejs_b3,29.430291970802923,21.018191149635037,4.0
nodejs,b3,"Quad Pod (4 pods, 250m)",4,250,1000,100,120.0,40.52,5.953387251542152,3.811,15.654899999999962,31.551879999999976,1.05,94.12,7295,results_fibonacci_nodejs_b3,29.430291970802923,21.018191149635037,4.0
nodejs,b3,"Quad Pod (4 pods, 250m)",4,250,1000,100,140.0,46.62,5.435197807435653,3.628,13.888299999999996,23.17753000000002,0.999,70.881,8392,results_fibonacci_nodejs_b3,29.430291970802923,21.018191149635037,4.0
nodejs,b3,"Quad Pod (4 pods, 250m)",4,250,1000,100,160.0,54.15,5.436189557903375,3.741,13.566000000000004,23.14136000000002,0.933,102.16,9749,results_fibonacci_nodejs_b3,29.430291970802923,21.018191149635037,4.0
nodejs,b3,"Quad Pod (4 pods, 250m)",4,250,1000,100,180.0,63.35,6.58641476674851,4.6495,17.629,33.719839999999955,0.94,95.14,11404,results_fibonacci_nodejs_b3,29.430291970802923,21.018191149635037,4.0
nodejs,b3,"Quad Pod (4 pods, 250m)",4,250,1000,100,200.0,63.43,6.282956917688266,4.421,16.95205,30.90582999999998,0.948,102.158,11420,results_fibonacci_nodejs_b3,29.430291970802923,21.018191149635037,4.0
nodejs,b3,"Quad Pod (4 pods, 250m)",4,250,1000,100,220.0,79.15,5.833467574396407,4.5185,15.092649999999985,24.38653,0.944,58.751,14248,results_fibonacci_nodejs_b3,29.430291970802923,21.018191149635037,4.0
nodejs,b3,"Quad Pod (4 pods, 250m)",4,250,1000,100,240.0,77.72,6.787248231005647,5.022,18.346,39.65050000000007,0.926,129.989,13991,results_fibonacci_nodejs_b3,29.430291970802923,21.018191149635037,4.0
nodejs,b3,"Quad Pod (4 pods, 250m)",4,250,1000,100,260.0,94.56,13.792898660556926,7.3905,49.78109999999997,91.10837000000043,0.939,232.599,17022,results_fibonacci_nodejs_b3,29.430291970802923,21.018191149635037,4.0
nodejs,b3,"Quad Pod (4 pods, 250m)",4,250,1000,100,280.0,97.15,12.41127461406518,6.656,47.3794,88.60353000000008,0.938,1121.077,17490,results_fibonacci_nodejs_b3,29.430291970802923,21.018191149635037,4.0
nodejs,b3,"Quad Pod (4 pods, 250m)",4,250,1000,100,300.0,93.27,15.168073793924956,7.0785,64.25919999999998,120.35605000000004,0.954,290.037,16790,results_fibonacci_nodejs_b3,29.430291970802923,21.018191149635037,4.0
nodejs,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,20.0,6.67,5.764335833333334,3.3285,12.67335,21.75219,1.428,130.319,1200,results_fibonacci_nodejs_b2,25.96312056737589,11.160862699468085,2.0
nodejs,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,40.0,13.33,5.518117916666667,3.4835,13.057699999999986,21.74284999999998,1.157,58.254,2400,results_fibonacci_nodejs_b2,25.96312056737589,11.160862699468085,2.0
nodejs,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,60.0,20.82,5.663904241130968,3.299,13.697399999999998,22.99972,1.04,294.68,3749,results_fibonacci_nodejs_b2,25.96312056737589,11.160862699468085,2.0
nodejs,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,80.0,27.63,5.201838022508039,3.3855,12.71125,21.24325,1.017,57.103,4976,results_fibonacci_nodejs_b2,25.96312056737589,11.160862699468085,2.0
nodejs,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,100.0,33.13,4.872781260476031,3.076,11.92675,19.06235000000001,0.978,93.962,5966,results_fibonacci_nodejs_b2,25.96312056737589,11.160862699468085,2.0
nodejs,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,120.0,41.03,4.976003925815622,3.24,12.1932,19.81178000000008,0.934,56.626,7387,results_fibonacci_nodejs_b2,25.96312056737589,11.160862699468085,2.0
nodejs,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,140.0,46.58,5.086552998688447,3.413,12.574099999999998,21.388439999999857,0.889,55.419,8387,results_fibonacci_nodejs_b2,25.96312056737589,11.160862699468085,2.0
nodejs,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,160.0,53.63,5.793629867439934,3.9005,15.4385,29.011750000000024,0.962,107.98,9656,results_fibonacci_nodejs_b2,25.96312056737589,11.160862699468085,2.0
nodejs,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,180.0,64.12,5.579703976435935,4.071,14.0838,23.8139,0.984,177.39,11543,results_fibonacci_nodejs_b2,25.96312056737589,11.160862699468085,2.0
nodejs,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,200.0,64.2,5.317445751860183,3.82,13.271,22.330730000000003,0.863,91.156,11558,results_fibonacci_nodejs_b2,25.96312056737589,11.160862699468085,2.0
nodejs,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,220.0,77.45,6.145268215720024,4.5345,16.679049999999982,32.51621999999999,0.893,148.998,13944,results_fibonacci_nodejs_b2,25.96312056737589,11.160862699468085,2.0
nodejs,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,240.0,77.4,6.437941011840689,5.147,17.076499999999996,29.16164,0.876,145.333,13935,results_fibonacci_nodejs_b2,25.96312056737589,11.160862699468085,2.0
nodejs,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,260.0,96.78,13.099902002409776,6.424,50.9302,98.77684000000023,0.944,280.802,17429,results_fibonacci_nodejs_b2,25.96312056737589,11.160862699468085,2.0
nodejs,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,280.0,94.97,13.037072945305646,6.976,48.425399999999975,87.51406000000033,0.928,214.141,17095,results_fibonacci_nodejs_b2,25.96312056737589,11.160862699468085,2.0
nodejs,b2,"Dual Pod (2 pods, 500m)",2,500,1000,100,300.0,93.93,13.975978181173131,7.375,52.29649999999999,98.10313,1.022,185.153,16912,results_fibonacci_nodejs_b2,25.96312056737589,11.160862699468085,2.0
nodejs,b4,"Octa Pod (8 pods, 125m)",8,125,1000,100,20.0,6.67,8.009009166666667,3.8005,15.774649999999992,33.91777999999997,1.68,540.421,1200,results_fibonacci_nodejs_b4,33.070656370656366,40.61142615830116,8.0
nodejs,b4,"Octa Pod (8 pods, 125m)",8,125,1000,100,40.0,13.33,6.141290833333334,3.4785,14.623999999999976,25.813349999999996,1.043,298.145,2400,results_fibonacci_nodejs_b4,33.070656370656366,40.61142615830116,8.0
nodejs,b4,"Octa Pod (8 pods, 125m)",8,125,1000,100,60.0,20.8,5.629336982643524,3.463,13.304599999999995,22.0016,1.063,54.866,3745,results_fibonacci_nodejs_b4,33.070656370656366,40.61142615830116,8.0
nodejs,b4,"Octa Pod (8 pods, 125m)",8,125,1000,100,80.0,27.68,5.6273969496287375,3.479,14.241599999999998,22.95152000000002,0.921,69.312,4983,results_fibonacci_nodejs_b4,33.070656370656366,40.61142615830116,8.0
nodejs,b4,"Octa Pod (8 pods, 125m)",8,125,1000,100,100.0,33.1,5.551839570397718,3.514,13.663099999999975,22.807920000000003,1.036,83.449,5959,results_fibonacci_nodejs_b4,33.070656370656366,40.61142615830116,8.0
nodejs,b4,"Octa Pod (8 pods, 125m)",8,125,1000,100,120.0,40.95,5.624815814458159,3.62,13.721199999999994,23.9642,1.026,59.428,7373,results_fibonacci_nodejs_b4,33.070656370656366,40.61142615830116,8.0
nodejs,b4,"Octa Pod (8 pods, 125m)",8,125,1000,100,140.0,46.28,6.217356774270971,4.147,16.472199999999997,28.60232000000002,0.999,109.664,8333,results_fibonacci_nodejs_b4,33.070656370656366,40.61142615830116,8.0
nodejs,b4,"Octa Pod (8 pods, 125m)",8,125,1000,100,160.0,53.26,6.38548519290928,4.4425,16.790349999999986,28.105190000000015,0.986,110.637,9590,results_fibonacci_nodejs_b4,33.070656370656366,40.61142615830116,8.0
nodejs,b4,"Octa Pod (8 pods, 125m)",8,125,1000,100,180.0,63.48,6.211064747571967,4.507,16.069600000000005,27.477319999999978,0.916,112.378,11429,results_fibonacci_nodejs_b4,33.070656370656366,40.61142615830116,8.0
nodejs,b4,"Octa Pod (8 pods, 125m)",8,125,1000,100,200.0,63.28,6.370359455901711,4.592,16.431299999999986,27.70407999999994,0.903,113.483,11395,results_fibonacci_nodejs_b4,33.070656370656366,40.61142615830116,8.0
nodejs,b4,"Octa Pod (8 pods, 125m)",8,125,1000,100,220.0,76.65,7.403128197695485,5.644,20.722499999999997,36.56400000000015,0.999,100.234,13799,results_fibonacci_nodejs_b4,33.070656370656366,40.61142615830116,8.0
nodejs,b4,"Octa Pod (8 pods, 125m)",8,125,1000,100,240.0,77.98,6.3372785297050855,4.8835,16.265199999999997,27.91663,0.908,117.206,14038,results_fibonacci_nodejs_b4,33.070656370656366,40.61142615830116,8.0
nodejs,b4,"Octa Pod (8 pods, 125m)",8,125,1000,100,260.0,93.71,14.994606008532829,7.407,59.86325,117.551,0.941,315.507,16876,results_fibonacci_nodejs_b4,33.070656370656366,40.61142615830116,8.0
nodejs,b4,"Octa Pod (8 pods, 125m)",8,125,1000,100,280.0,94.07,13.669643772515206,7.354,50.60139999999999,97.3059200000002,0.983,282.867,16933,results_fibonacci_nodejs_b4,33.070656370656366,40.61142615830116,8.0
nodejs,b4,"Octa Pod (8 pods, 125m)",8,125,1000,100,300.0,95.03,14.049834512187994,7.353,53.100199999999965,106.30711999999968,0.962,304.277,17107,results_fibonacci_nodejs_b4,33.070656370656366,40.61142615830116,8.0
