filename,total_requests,min_latency_ms,max_latency_ms,average_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,throughput_rps
rps1.00_lat.csv,120,7.255,70.749,13.366225,11.6915,25.573349999999998,32.05727,1.0
rps5.00_lat.csv,600,6.675,73.561,11.902088333333333,10.514,22.46165,30.19048,5.0
rps10.00_lat.csv,1200,7.03,72.981,11.327444166666666,9.845,20.29509999999999,33.47027,10.0
rps15.16_lat.csv,1819,6.1,111.875,10.735476635514019,9.282,19.52649999999999,30.382919999999995,15.16
rps20.00_lat.csv,2400,5.835,88.439,10.107523333333333,9.053,16.641349999999992,28.065329999999992,20.0
rps25.00_lat.csv,3000,5.71,117.958,10.372361666666666,9.0235,19.27334999999999,30.724879999999978,25.0
rps30.31_lat.csv,3637,5.913,100.35,10.197412702777013,8.917,17.054199999999984,30.542519999999936,30.31
rps35.71_lat.csv,4285,5.762,96.497,10.124981563593932,8.726,17.656199999999995,32.8507999999999,35.71
rps39.99_lat.csv,4799,5.694,155.556,10.331679516565952,8.849,19.925099999999983,33.02595999999986,39.99
rps45.43_lat.csv,5452,5.905,190.438,11.146218085106382,8.9605,21.071199999999997,52.85380999999977,45.43
rps49.97_lat.csv,5997,5.591,128.583,10.630749874937468,8.842,20.62859999999999,40.652039999999985,49.97
rps62.44_lat.csv,7493,5.624,188.421,10.911733084211932,8.722,22.362799999999996,43.73627999999999,62.44
rps71.21_lat.csv,8545,5.241,191.49,10.85531679344646,8.661,22.929,41.710199999999965,71.21
rps83.02_lat.csv,9962,5.227,234.518,12.50489188917888,8.7055,29.747049999999938,80.32352999999975,83.02
rps90.12_lat.csv,10815,4.695,249.577,13.229354137771614,8.753,31.11599999999997,92.4346400000001,90.12
rps98.62_lat.csv,11834,4.74,155.705,13.443540814601995,8.87,36.60470000000001,77.19847000000001,98.62
rps109.17_lat.csv,13101,4.748,382.27,17.03163468437524,10.392,48.116,110.759,109.17
rps121.87_lat.csv,14625,4.703,348.301,21.372520547008545,12.918,57.83379999999999,123.5649600000001,121.87
