filename,total_requests,min_latency_ms,max_latency_ms,average_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,throughput_rps
rps1.00_lat.csv,120,7.267,220.298,16.434233333333335,13.944,22.8691,32.98937000000001,1.0
rps5.00_lat.csv,600,6.382,41.092,11.353246666666665,10.0355,21.195149999999998,27.500069999999994,5.0
rps10.00_lat.csv,1200,6.21,80.807,11.0082325,9.6695,21.275099999999995,31.797369999999994,10.0
