rps,duration,test_title,iterations,avg_total_requests,std_total_requests,min_total_requests,max_total_requests,avg_min,std_min,min_min,max_min,avg_max,std_max,min_max,max_max,avg_average,std_average,min_average,max_average,avg_median,std_median,min_median,max_median,avg_p95,std_p95,min_p95,max_p95,avg_p99,std_p99,min_p99,max_p99,avg_throughput_rps,std_throughput_rps,min_throughput_rps,max_throughput_rps,total_requests,min,max,average,median,p95,p99,throughput_rps
220,60,fibonacci_python_b4,3,14047.333333333334,121.95217641900999,13916,14157,4198.333333333333,165.71461412118526,4009,4317,164632.33333333334,56684.141541822195,113971,225854,14099.27459435291,639.8459403336681,13550.857385039204,14802.239249413604,11003.333333333334,473.022550554763,10623.0,11533.0,32658.966666666645,1712.89057541143,30814.599999999984,34199.79999999996,52618.263333333365,3489.909296533805,50220.40000000007,56622.03999999999,234.12222222222218,2.032536273650158,231.93333333333334,235.95,14047.333333333334,4198.333333333333,164632.33333333334,14099.27459435291,11003.333333333334,32658.966666666645,52618.263333333365,234.12222222222218
240,60,fibonacci_python_b4,3,14010.666666666666,150.32076813711848,13855,14155,4241.0,120.10412149464314,4106,4336,394177.0,422044.8458505328,148932,881509,16026.819771567003,2920.4094123654504,14013.873189685624,19376.330765939238,11081.0,183.22936445886614,10948.0,11290.0,34940.43333333333,3256.1836347683748,31852.299999999985,38342.0,94407.00333333276,69401.83569841317,51987.47999999988,174498.44999999861,233.5111111111111,2.505346135618641,230.91666666666666,235.91666666666666,14010.666666666666,4241.0,394177.0,16026.819771567003,11081.0,34940.43333333333,94407.00333333276,233.5111111111111
260,60,fibonacci_python_b4,3,16952.333333333332,162.5925377541458,16793,17118,4387.333333333333,280.8653295323816,4066,4586,457153.3333333333,55265.63637861535,406155,515874,27762.585463672687,656.340850503015,27155.474529734784,28459.009289584945,17245.5,307.45284191238176,16971.5,17578.0,89317.79999999997,1400.966352201256,87751.39999999994,90451.0,168199.3299999996,6971.081651788037,160398.0299999999,173817.75999999925,282.53888888888895,2.709875629235773,279.8833333333333,285.3,16952.333333333332,4387.333333333333,457153.3333333333,27762.585463672687,17245.5,89317.79999999997,168199.3299999996,282.53888888888895
280,60,fibonacci_python_b4,3,16932.0,129.98846102635417,16809,17068,4263.0,128.6506898543494,4122,4374,405105.3333333333,61117.33260977064,336550,453890,28245.67540429108,1131.0593256061968,27463.53234122334,29542.55285858766,16644.0,781.2880390739384,15834.0,17393.0,97872.5666666666,8895.486672652147,88113.39999999998,105526.7999999998,197520.90333333318,20454.143570133354,181476.15999999997,220553.15999999968,282.2,2.1664743504392323,280.15,284.46666666666664,16932.0,4263.0,405105.3333333333,28245.67540429108,16644.0,97872.5666666666,197520.90333333318,282.2
300,60,fibonacci_python_b4,3,17019.0,34.07345007480164,16995,17058,4652.333333333333,132.66624790553675,4528,4792,402426.6666666667,27699.87141366063,371399,424667,27695.318902319832,1315.0769554069082,26713.298734922035,29189.401611385558,17672.833333333332,515.832417877486,17191.0,18217.0,87458.31666666665,10198.436051955852,81072.29999999997,99219.99999999994,162434.35000000024,23251.176125144975,137737.15,183901.8000000005,283.65000000000003,0.5678908345800389,283.25,284.3,17019.0,4652.333333333333,402426.6666666667,27695.318902319832,17672.833333333332,87458.31666666665,162434.35000000024,283.65000000000003
320,60,fibonacci_python_b4,3,16780.333333333332,113.02359635639512,16687,16906,4456.0,133.3829074506925,4377,4610,474035.3333333333,119247.55119218731,370114,604228,29172.81545048957,1538.3828788435187,27923.1742894674,30890.988494037276,18298.666666666668,27.682726262659415,18273.0,18328.0,91642.66666666667,8519.673172184086,85185.04999999999,101298.69999999998,196590.35666666646,24817.551422121498,175865.9499999994,224092.71999999997,279.6722222222222,1.8837266059399083,278.1166666666667,281.76666666666665,16780.333333333332,4456.0,474035.3333333333,29172.81545048957,18298.666666666668,91642.66666666667,196590.35666666646,279.6722222222222
340,60,fibonacci_python_b4,3,18812.666666666668,158.68312239596665,18644,18959,5703.333333333333,524.5915871736157,5149,6192,1122468.0,334820.313348817,874857,1503414,84359.10628170555,6424.128524588889,77211.49322221636,89651.38537867411,40743.0,2199.8070369921084,38304.0,42577.0,312258.5166666665,33999.2388401685,272999.8,332002.3999999998,644175.4499999989,188373.68911285466,534163.5999999968,861685.8099999998,313.5444444444445,2.6447187065994444,310.73333333333335,315.98333333333335,18812.666666666668,5703.333333333333,1122468.0,84359.10628170555,40743.0,312258.5166666665,644175.4499999989,313.5444444444445
360,60,fibonacci_python_b4,3,19049.0,96.56086163658648,18947,19139,5449.666666666667,348.1240200464963,5060,5730,1079141.6666666667,207680.82644850324,849746,1254375,77577.87991439314,6564.347319879237,70104.94071664655,82413.00348340107,38401.333333333336,4184.650562870613,34102.0,42461.0,294309.89999999997,16798.143737032293,276270.0,309502.2999999998,467631.64666666696,64470.057709960405,417381.40000000125,540323.2799999994,317.48333333333335,1.6093476939431015,315.78333333333336,318.98333333333335,19049.0,5449.666666666667,1079141.6666666667,77577.87991439314,38401.333333333336,294309.89999999997,467631.64666666696,317.48333333333335
380,60,fibonacci_python_b4,3,18336.0,321.2304468757593,17989,18623,5428.0,274.1313553754842,5254,5744,1501761.3333333333,739197.1320516154,826448,2291498,93607.02669414094,19901.494067728287,76421.90427266798,115412.20088063148,37664.666666666664,2635.4554318624578,35456.0,40582.0,428831.8333333331,149622.9111467332,276488.5,575577.1999999993,854179.9799999995,428247.58678904275,474732.6999999998,1318513.9199999995,305.6,5.353840781262655,299.81666666666666,310.3833333333333,18336.0,5428.0,1501761.3333333333,93607.02669414094,37664.666666666664,428831.8333333331,854179.9799999995,305.6
400,60,fibonacci_python_b4,3,18447.666666666668,36.950417228136054,18405,18469,5397.333333333333,69.34214687571574,5339,5474,1109206.6666666667,184558.03273315777,903351,1259876,81524.03244965152,6247.741400341367,76777.7647409172,88602.37402879652,36176.333333333336,828.5748809451885,35316.0,36969.0,360509.1999999991,38376.41654610385,332793.3999999973,404310.79999999993,586537.7599999993,70860.54173381288,531221.12,666409.7599999979,307.4611111111111,0.6158402871355987,306.75,307.81666666666666,18447.666666666668,5397.333333333333,1109206.6666666667,81524.03244965152,36176.333333333336,360509.1999999991,586537.7599999993,307.4611111111111
420,60,fibonacci_python_b4,3,18372.0,160.0843527644098,18191,18495,5459.333333333333,327.1594921950658,5246,5836,1534602.6666666667,445114.17577553436,1021125,1810890,99823.35992407582,26777.096225668156,69725.79819691056,121005.28564476885,33736.166666666664,1180.393190141884,32387.0,34578.5,515503.91666666657,211374.51051298925,281049.0,691488.0999999999,868806.2033333328,246655.03720979317,584027.1999999989,1014990.0200000007,306.20000000000005,2.668072546073498,303.18333333333334,308.25,18372.0,5459.333333333333,1534602.6666666667,99823.35992407582,33736.166666666664,515503.91666666657,868806.2033333328,306.20000000000005
440,60,fibonacci_python_b4,3,18360.333333333332,222.5451265099583,18186,18611,5277.333333333333,298.0139817749049,4954,5541,1121537.3333333333,70501.1588651799,1080050,1202940,82785.45228783957,9207.333841668016,73158.85288270378,91506.62025734081,35078.5,651.7708569735225,34364.0,35640.5,365261.0499999998,88844.6128040834,276739.0,454424.75,639173.2200000001,120829.82705358714,511302.7000000005,751447.8500000015,306.0055555555556,3.7090854418326287,303.1,310.18333333333334,18360.333333333332,5277.333333333333,1121537.3333333333,82785.45228783957,35078.5,365261.0499999998,639173.2200000001,306.0055555555556
460,60,fibonacci_python_b4,3,18315.666666666668,195.21868080010512,18168,18537,5708.333333333333,207.23255857449942,5477,5877,1250988.3333333333,249101.33820863615,968825,1440437,86929.79690369888,11288.628482741326,73916.38193882506,94085.66248348745,34611.666666666664,929.6786183049136,33737.0,35588.0,422545.61666666623,105613.04987597746,302450.2000000002,500949.09999999864,727372.9333333332,200467.85543984428,503571.1199999997,890478.5499999999,305.2611111111111,3.2536446800017362,302.8,308.95,18315.666666666668,5708.333333333333,1250988.3333333333,86929.79690369888,34611.666666666664,422545.61666666623,727372.9333333332,305.2611111111111
480,60,fibonacci_python_b4,3,18441.333333333332,255.89320689172922,18250,18732,5034.333333333333,282.8680493327822,4717,5260,1183071.3333333333,175244.40596587764,991501,1335303,74968.91368300321,6343.456024724351,68904.03491351698,81558.36986152001,33510.666666666664,1184.9346325149475,32299.5,34667.5,315935.4,53067.23222321376,259595.85000000012,364974.3500000001,581248.286666666,60615.723506427785,545661.71,651237.9600000001,307.35555555555555,4.2648867815288085,304.1666666666667,312.2,18441.333333333332,5034.333333333333,1183071.3333333333,74968.91368300321,33510.666666666664,315935.4,581248.286666666,307.35555555555555
500,60,fibonacci_python_b4,3,18502.666666666668,117.95903243640706,18367,18581,5306.0,665.7799936916098,4567,5859,1150044.0,187764.50385256528,954393,1328777,76254.86272186787,5783.637200637656,69791.1400862069,80941.2605760331,33558.833333333336,1100.1482097123703,32300.0,34336.0,324311.68333333335,56130.98367680578,262000.55,370916.50000000006,633712.5066666667,64460.806964782496,585787.88,706996.4000000003,308.37777777777774,1.96598387394011,306.1166666666667,309.68333333333334,18502.666666666668,5306.0,1150044.0,76254.86272186787,33558.833333333336,324311.68333333335,633712.5066666667,308.37777777777774
