timestamp,pod_count,cpu_usage_millicores,memory_usage_mib
2025-08-11T13:37:52.591742,8,81,377
2025-08-11T13:37:54.903660,8,79,378
2025-08-11T13:37:57.380593,8,79,378
2025-08-11T13:37:59.793794,8,79,378
2025-08-11T13:38:02.264740,8,79,378
2025-08-11T13:38:04.586885,8,79,378
2025-08-11T13:38:06.891827,8,79,378
2025-08-11T13:38:09.239057,8,169,394
2025-08-11T13:38:11.589748,8,169,394
2025-08-11T13:38:13.909784,8,169,394
2025-08-11T13:38:16.172664,8,169,394
2025-08-11T13:38:18.443099,8,169,394
2025-08-11T13:38:20.697141,8,169,394
2025-08-11T13:38:22.978907,8,169,394
2025-08-11T13:38:25.717653,8,224,414
2025-08-11T13:38:28.067596,8,224,414
2025-08-11T13:38:30.407489,8,224,414
2025-08-11T13:38:32.761202,8,224,414
2025-08-11T13:38:35.108785,8,224,414
2025-08-11T13:38:37.428812,8,224,414
2025-08-11T13:38:39.773323,8,251,429
2025-08-11T13:38:42.085747,8,251,429
2025-08-11T13:38:44.360706,8,251,429
2025-08-11T13:38:46.689331,8,251,429
2025-08-11T13:38:49.091000,8,251,429
2025-08-11T13:38:51.423691,8,251,429
2025-08-11T13:38:53.881808,8,290,439
2025-08-11T13:38:56.178785,8,290,439
2025-08-11T13:38:58.539372,8,290,439
2025-08-11T13:39:00.879240,8,290,439
2025-08-11T13:39:03.192630,8,290,439
2025-08-11T13:39:05.489153,8,290,439
2025-08-11T13:39:07.800667,8,290,439
2025-08-11T13:39:10.072612,8,305,450
2025-08-11T13:39:12.424658,8,305,450
2025-08-11T13:39:14.748916,8,305,450
2025-08-11T13:39:17.045068,8,305,450
2025-08-11T13:39:19.373715,8,305,450
2025-08-11T13:39:21.667137,8,305,450
2025-08-11T13:39:24.113361,8,319,456
2025-08-11T13:39:26.454683,8,319,456
2025-08-11T13:39:28.736658,8,319,456
2025-08-11T13:39:31.499200,8,319,456
2025-08-11T13:39:33.932132,8,319,456
2025-08-11T13:39:36.232755,8,319,456
2025-08-11T13:39:38.573371,8,367,460
2025-08-11T13:39:41.034868,8,367,460
2025-08-11T13:39:43.375962,8,367,460
2025-08-11T13:39:45.685287,8,367,460
2025-08-11T13:39:48.012687,8,367,460
2025-08-11T13:39:50.320886,8,367,460
2025-08-11T13:39:52.624671,8,367,460
2025-08-11T13:39:54.932655,8,386,461
2025-08-11T13:39:57.228628,8,386,461
2025-08-11T13:39:59.499555,8,386,461
2025-08-11T13:40:01.794984,8,386,461
