rps,duration,test_title,iterations,avg_total_requests,std_total_requests,min_total_requests,max_total_requests,avg_min,std_min,min_min,max_min,avg_max,std_max,min_max,max_max,avg_average,std_average,min_average,max_average,avg_median,std_median,min_median,max_median,avg_p95,std_p95,min_p95,max_p95,avg_p99,std_p99,min_p99,max_p99,avg_throughput_rps,std_throughput_rps,min_throughput_rps,max_throughput_rps,total_requests,min,max,average,median,p95,p99,throughput_rps
220,60,fibonacci_python_b3,3,14129.666666666666,53.724606404638585,14087,14190,3765.6666666666665,75.05553499465135,3689,3839,184757.33333333334,18548.73964271787,163477,197499,12709.424937882251,289.5089118898519,12375.504651162792,12890.108843537415,9731.5,163.03450555020552,9543.5,9834.0,29748.516666666645,722.3226812396925,28937.0,30321.09999999994,51142.37000000002,2422.1922659235306,48498.07000000008,53253.67999999999,235.49444444444444,0.895410106743979,234.78333333333333,236.5,14129.666666666666,3765.6666666666665,184757.33333333334,12709.424937882251,9731.5,29748.516666666645,51142.37000000002,235.49444444444444
240,60,fibonacci_python_b3,3,14053.0,98.72689603142601,13975,14164,3776.0,58.557663887829406,3716,3833,149148.0,25594.300068569955,125554,176358,12106.411112582915,249.85273046734537,11889.077853309482,12379.397788873039,9343.833333333334,298.3254654455991,9017.0,9601.5,28283.06666666664,585.1691835130616,27888.599999999948,28955.39999999998,48298.58999999997,2068.43326295532,45937.46999999997,49790.99999999995,234.21666666666667,1.6454482671904367,232.91666666666666,236.06666666666666,14053.0,3776.0,149148.0,12106.411112582915,9343.833333333334,28283.06666666664,48298.58999999997,234.21666666666667
260,60,fibonacci_python_b3,3,16895.0,94.01595609256974,16800,16988,3781.6666666666665,383.09833376475723,3369,4126,375134.6666666667,70505.22682279188,293962,421128,24909.40477150827,465.68534887965615,24385.911937838475,25277.59029761905,14218.0,24.55605831561735,14197.0,14245.0,89186.81666666661,4877.09432970419,84182.99999999999,93926.44999999987,175875.56333333344,14744.405475387191,162650.59000000026,191773.6599999999,281.5833333333333,1.5669326015428253,280.0,283.1333333333333,16895.0,3781.6666666666665,375134.6666666667,24909.40477150827,14218.0,89186.81666666661,175875.56333333344,281.5833333333333
280,60,fibonacci_python_b3,3,16770.333333333332,102.2464343306569,16692,16886,4090.6666666666665,57.13434460404122,4043,4154,360332.0,20392.274223342527,338440,378788,24855.68136218058,1674.724514128914,23463.584567097005,26714.163449471103,14781.0,965.2210886631104,13880.5,15800.0,86027.9333333333,6037.765647433938,82374.0,92996.99999999997,175548.7366666672,10342.380540911172,164382.7000000014,184799.80000000002,279.50555555555553,1.7041072388442895,278.2,281.43333333333334,16770.333333333332,4090.6666666666665,360332.0,24855.68136218058,14781.0,86027.9333333333,175548.7366666672,279.50555555555553
300,60,fibonacci_python_b3,3,16903.0,74.64583042608609,16855,16989,3949.0,307.64752558731885,3738,4302,396760.6666666667,61342.50410876078,331538,453297,24251.487806740373,185.00755302579475,24090.380136377113,24453.536636013054,14334.333333333334,393.76431190920965,14104.0,14789.0,82714.76666666662,1009.8369884952972,81828.2,83813.99999999991,173882.3133333332,7604.822799364286,165298.06,179776.39999999956,281.71666666666664,1.244097173768087,280.9166666666667,283.15,16903.0,3949.0,396760.6666666667,24251.487806740373,14334.333333333334,82714.76666666662,173882.3133333332,281.71666666666664
320,60,fibonacci_python_b3,3,16866.666666666668,135.249152800797,16775,17022,3921.3333333333335,153.73461982693857,3787,4089,469108.3333333333,134634.70818972847,321545,585261,25853.309650234998,855.6371705225164,25305.806438152013,26839.307802178184,13896.666666666666,790.405170360957,13003.0,14504.0,97579.43333333329,2968.7948132757765,94169.09999999999,99586.1999999999,209693.6766666665,32738.44763403141,177633.41000000015,243070.57999999964,281.1111111111111,2.254152546679947,279.5833333333333,283.7,16866.666666666668,3921.3333333333335,469108.3333333333,25853.309650234998,13896.666666666666,97579.43333333329,209693.6766666665,281.1111111111111
340,60,fibonacci_python_b3,3,18901.0,103.96634070698074,18838,19021,4281.666666666667,209.86265349826618,4040,4418,1267882.6666666667,517728.85018060694,732980,1766532,71798.23422961315,14473.86796369755,62360.15150711102,88462.34987790637,27790.0,747.4402986192275,27349.0,28653.0,321972.8166666664,94565.93173133655,266670.0,431165.09999999957,605717.3433333335,295153.7759606843,413372.8,945546.0000000005,315.01666666666665,1.732772345116346,313.96666666666664,317.01666666666665,18901.0,4281.666666666667,1267882.6666666667,71798.23422961315,27790.0,321972.8166666664,605717.3433333335,315.01666666666665
360,60,fibonacci_python_b3,3,18931.333333333332,302.3281881223339,18650,19251,4394.0,381.209915925596,4163,4834,1165752.0,511417.0818686056,752615,1737746,70306.19933184759,16420.02739073152,56684.07641161498,88538.54026809652,27573.833333333332,1801.5246552110611,25523.0,28901.0,306724.61666666664,104494.78358911433,227135.5,425057.95,614968.6633333327,293132.7059374622,415926.0,951583.4299999983,315.5222222222222,5.0388031353722535,310.8333333333333,320.85,18931.333333333332,4394.0,1165752.0,70306.19933184759,27573.833333333332,306724.61666666664,614968.6633333327,315.5222222222222
380,60,fibonacci_python_b3,3,19176.333333333332,67.00994951000436,19119,19250,4517.333333333333,241.9035620517675,4336,4792,1048098.6666666666,278709.25095937046,770228,1327639,72109.21912813403,16153.55421447424,61143.157620041755,90659.24781630839,27581.0,2184.514076402347,25906.5,30052.0,335774.8333333332,105117.72133530017,268130.64999999997,456877.6999999998,578426.9133333331,208469.56681898815,419525.7,814473.7,319.60555555555555,1.1168324918334076,318.65,320.8333333333333,19176.333333333332,4517.333333333333,1048098.6666666666,72109.21912813403,27581.0,335774.8333333332,578426.9133333331,319.60555555555555
400,60,fibonacci_python_b3,3,19018.0,223.8124214604721,18876,19276,4564.333333333333,136.73819266515605,4413,4679,975638.6666666666,120985.6000908097,836508,1056136,71821.08661138892,4556.196691442467,68957.77013138376,77075.04682044228,27215.333333333332,1993.9121302939438,25539.5,29420.5,326343.96666666673,34054.25966605847,306065.0,365659.9000000001,562756.9033333337,45235.367042979466,526029.5,613285.2100000008,316.96666666666664,3.7302070243411793,314.6,321.26666666666665,19018.0,4564.333333333333,975638.6666666666,71821.08661138892,27215.333333333332,326343.96666666673,562756.9033333337,316.96666666666664
420,60,fibonacci_python_b3,3,19229.666666666668,150.38062818506023,19134,19403,4738.0,80.72793816269557,4647,4801,1108867.0,282641.5808103967,860890,1416613,73024.37784678784,12205.743249237836,60533.57975570788,84923.54913324979,26859.5,634.4641439829362,26314.5,27556.0,326460.8666666665,79908.71555326959,255669.39999999997,413109.20000000007,608040.5333333332,178999.9366006889,414617.8399999999,767852.7800000008,320.4944444444444,2.506343803084343,318.9,323.3833333333333,19229.666666666668,4738.0,1108867.0,73024.37784678784,26859.5,326460.8666666665,608040.5333333332,320.4944444444444
440,60,fibonacci_python_b3,3,19398.0,84.92938243034621,19301,19459,4416.333333333333,144.95631525854034,4261,4548,973521.6666666666,402117.7228888741,717599,1437007,53634.77038986845,588.2937659169323,53010.048265925696,54178.17529163883,26054.5,1969.119028906074,24098.0,28036.0,205920.74999999988,7249.677856463529,198114.0,212441.14999999964,374316.576666666,31236.51017650067,349411.7799999989,409363.94999999914,323.29999999999995,1.4154897071724286,321.68333333333334,324.31666666666666,19398.0,4416.333333333333,973521.6666666666,53634.77038986845,26054.5,205920.74999999988,374316.576666666,323.29999999999995
460,60,fibonacci_python_b3,3,19155.666666666668,202.95155415353025,18965,19369,4375.333333333333,94.51102228488132,4280,4469,1068904.0,435483.67799608747,787744,1570535,68635.64537787768,6275.437879913335,63613.84492486159,75670.62128260074,26139.666666666668,1048.002544526173,25369.0,27333.0,293075.0666666664,22709.610746407016,271724.99999999994,316935.59999999957,545297.1733333336,140649.76312932972,453150.0800000003,707189.7200000003,319.2611111111111,3.382525902558845,316.0833333333333,322.81666666666666,19155.666666666668,4375.333333333333,1068904.0,68635.64537787768,26139.666666666668,293075.0666666664,545297.1733333336,319.2611111111111
480,60,fibonacci_python_b3,3,19286.666666666668,181.252126424308,19078,19405,4080.3333333333335,534.5814562190999,3645,4677,969203.0,256550.64326366442,676925,1157156,67504.29374611739,7101.596853830238,59304.0769468958,71607.7500786246,26849.833333333332,253.04462715760894,26700.5,27142.0,293770.44999999995,43200.41939122224,246842.20000000007,331883.14999999985,519402.54333333316,124888.01823348536,389598.2800000007,638711.9999999986,321.4444444444444,3.0208687737384854,317.96666666666664,323.4166666666667,19286.666666666668,4080.3333333333335,969203.0,67504.29374611739,26849.833333333332,293770.44999999995,519402.54333333316,321.4444444444444
500,60,fibonacci_python_b3,3,19258.0,193.19420281157508,19070,19456,4245.333333333333,192.6819486442187,4069,4451,1315177.6666666667,454441.7015507416,970541,1830186,79747.55911995348,18290.826676422803,63776.10099712171,99701.5267560266,27934.666666666668,1107.1812558625318,26760.0,28959.0,382856.9999999998,152227.7358452213,259805.75,553088.9999999998,716886.5333333336,181926.07283408876,554715.7500000001,913611.7699999998,320.96666666666664,3.219903380192919,317.8333333333333,324.26666666666665,19258.0,4245.333333333333,1315177.6666666667,79747.55911995348,27934.666666666668,382856.9999999998,716886.5333333336,320.96666666666664
