min,max,average,median,p95,p99,std,throughput_rps,target_rps,total_requests,filename
3716,125554,11889.077853309482,9017.0,28005.19999999999,49167.3,9235.475849692517,232.91666666666666,232.91666666666666,13975,target_rps240.00_iter03_rps232.92_lat.csv
4126,293962,24385.911937838475,14197.0,84182.99999999999,162650.59000000026,29920.482781895593,283.1333333333333,283.1333333333333,16988,target_rps260.00_iter01_rps283.07_lat.csv
3850,410314,25064.71207906729,14212.0,89450.99999999999,173202.44000000012,32402.76040153251,281.6166666666667,281.6166666666667,16897,target_rps260.00_iter02_rps281.61_lat.csv
3369,421128,25277.59029761905,14245.0,93926.44999999987,191773.6599999999,34132.56129419131,280.0,280.0,16800,target_rps260.00_iter03_rps280.01_lat.csv
4043,338440,23463.584567097005,13880.5,82374.0,164382.7000000014,29564.581052323472,281.43333333333334,281.43333333333334,16886,target_rps280.00_iter01_rps281.39_lat.csv
4075,378788,24389.29606997364,14662.5,82712.79999999993,177463.71000000017,31433.90307547951,278.2,278.2,16692,target_rps280.00_iter02_rps278.22_lat.csv
4154,363768,26714.163449471103,15800.0,92996.99999999997,184799.80000000002,33549.62810171789,278.8833333333333,278.8833333333333,16733,target_rps280.00_iter03_rps278.87_lat.csv
3807,405447,24210.54664783095,14110.0,83813.99999999991,179776.39999999956,32393.185089675044,283.15,283.15,16989,target_rps300.00_iter01_rps283.18_lat.csv
4302,331538,24453.536636013054,14789.0,82502.09999999995,165298.06,30049.758913833888,280.9166666666667,280.9166666666667,16855,target_rps300.00_iter02_rps280.93_lat.csv
3738,453297,24090.380136377113,14104.0,81828.2,176572.48000000004,32046.64170184508,281.0833333333333,281.0833333333333,16865,target_rps300.00_iter03_rps281.07_lat.csv
4089,321545,25414.81471037481,14183.0,99586.1999999999,177633.41000000015,33249.6197160313,283.7,283.7,17022,target_rps320.00_iter01_rps283.69_lat.csv
3787,500519,26839.307802178184,14504.0,98983.0,208377.0399999997,39442.9045717795,280.05,280.05,16803,target_rps320.00_iter02_rps280.05_lat.csv
3888,585261,25305.806438152013,13003.0,94169.09999999999,243070.57999999964,42397.85764437231,279.5833333333333,279.5833333333333,16775,target_rps320.00_iter03_rps279.62_lat.csv
4040,1766532,88462.34987790637,28653.0,431165.09999999957,945546.0000000005,174795.09636835617,313.96666666666664,313.96666666666664,18838,target_rps340.00_iter01_rps313.95_lat.csv
4387,1304136,62360.15150711102,27368.0,268083.3499999997,458233.2299999999,92092.36725050145,314.06666666666666,314.06666666666666,18844,target_rps340.00_iter02_rps314.05_lat.csv
4418,732980,64572.20130382209,27349.0,266670.0,413372.8,89160.78730275782,317.01666666666665,317.01666666666665,19021,target_rps340.00_iter03_rps317.02_lat.csv
4185,752615,56684.07641161498,25523.0,227135.5,415926.0,81387.47167367088,320.85,320.85,19251,target_rps360.00_iter01_rps320.79_lat.csv
4834,1006895,65695.98131583126,28901.0,267980.3999999999,477396.5599999998,96562.08943023453,314.8833333333333,314.8833333333333,18893,target_rps360.00_iter02_rps314.65_lat.csv
4163,1737746,88538.54026809652,28297.5,425057.95,951583.4299999983,174076.48053426231,310.8333333333333,310.8333333333333,18650,target_rps360.00_iter03_rps310.53_lat.csv
4424,770228,61143.157620041755,25906.5,268130.64999999997,419525.7,88022.4198808318,319.3333333333333,319.3333333333333,19160,target_rps380.00_iter01_rps319.32_lat.csv
4792,1046429,64525.25194805195,26784.5,282316.1499999998,501281.33999999944,100365.47839376055,320.8333333333333,320.8333333333333,19250,target_rps380.00_iter02_rps320.80_lat.csv
4336,1327639,90659.24781630839,30052.0,456877.6999999998,814473.7,158172.07126370678,318.65,318.65,19119,target_rps380.00_iter03_rps318.65_lat.csv
4413,1056136,69430.44288234074,25539.5,307307.0,548956.0,110698.53888546472,321.26666666666665,321.26666666666665,19276,target_rps400.00_iter01_rps320.81_lat.csv
4679,1034272,77075.04682044228,26686.0,365659.9000000001,613285.2100000008,126454.90529120144,315.03333333333336,315.03333333333336,18902,target_rps400.00_iter02_rps315.03_lat.csv
4601,836508,68957.77013138376,29420.5,306065.0,526029.5,103141.9907164507,314.6,314.6,18876,target_rps400.00_iter03_rps314.58_lat.csv
4647,1416613,84923.54913324979,26314.5,413109.20000000007,767852.7800000008,153180.25318379738,319.2,319.2,19152,target_rps420.00_iter01_rps319.21_lat.csv
4766,1049098,73616.00465140588,27556.0,310603.99999999953,641650.9799999989,121134.54879831073,318.9,318.9,19134,target_rps420.00_iter02_rps318.83_lat.csv
4801,860890,60533.57975570788,26708.0,255669.39999999997,414617.8399999999,85944.97080758295,323.3833333333333,323.3833333333333,19403,target_rps420.00_iter03_rps323.36_lat.csv
4261,1437007,53716.08761204083,24098.0,198114.0,364174.0,96546.27175321139,321.68333333333334,321.68333333333334,19301,target_rps440.00_iter01_rps321.64_lat.csv
4440,717599,53010.048265925696,26029.5,212441.14999999964,409363.94999999914,76452.37118158773,323.9,323.9,19434,target_rps440.00_iter02_rps323.72_lat.csv
4548,765959,54178.17529163883,28036.0,207207.09999999995,349411.7799999989,70026.31895619138,324.31666666666666,324.31666666666666,19459,target_rps440.00_iter03_rps324.21_lat.csv
4377,848433,66622.46992617068,25369.0,290564.59999999974,475551.72,100636.26109631378,322.81666666666666,322.81666666666666,19369,target_rps460.00_iter01_rps322.62_lat.csv
4469,1570535,75670.62128260074,25717.0,316935.59999999957,707189.7200000003,134703.4465854883,318.8833333333333,318.8833333333333,19133,target_rps460.00_iter02_rps318.85_lat.csv
4280,787744,63613.84492486159,27333.0,271724.99999999994,453150.0800000003,91921.08750932489,316.0833333333333,316.0833333333333,18965,target_rps460.00_iter03_rps315.91_lat.csv
4677,1157156,71601.05421283175,26707.0,302585.99999999994,638711.9999999986,118862.2010403874,323.4166666666667,323.4166666666667,19405,target_rps480.00_iter01_rps323.41_lat.csv
3645,676925,59304.0769468958,27142.0,246842.20000000007,389598.2800000007,80673.27911537718,322.95,322.95,19377,target_rps480.00_iter02_rps322.94_lat.csv
3919,1073528,71607.7500786246,26700.5,331883.14999999985,529897.35,111267.71510348907,317.96666666666664,317.96666666666664,19078,target_rps480.00_iter03_rps317.97_lat.csv
4216,970541,63776.10099712171,26760.0,259805.75,554715.7500000001,100762.46584436859,324.26666666666665,324.26666666666665,19456,target_rps500.00_iter01_rps324.20_lat.csv
4451,1830186,99701.5267560266,28959.0,553088.9999999998,913611.7699999998,188711.9610805007,320.8,320.8,19248,target_rps500.00_iter02_rps320.77_lat.csv
4069,1144806,75765.04960671211,28085.0,335676.2499999998,682332.0800000003,128199.69376686981,317.8333333333333,317.8333333333333,19070,target_rps500.00_iter03_rps317.82_lat.csv
